,Ticker,Sample Length(days),Total Trades,Total Quotes,Mean Returns(Trades),Mean Returns(Quotes),Trade Quote Ratio,Median Returns(Trades),Median Returns(Quote),Standard Deviation(Trades),Standard Deviation(Quotes),Mean Absolute Deviation(Trades),Mean Absolute Deviation(Quotes),Skew(Trades),Skew(Quotes),Kurtosis(Trades),Kurtosis(Quotes),10 Largest Returns(Trades),10 Largest Returns(Quotes),10 Smallest Returns(Trades),10 Smallest Returns(Quotes),Maximum Drawdown(Trades),Maximum Drawdown(Quotes)
135,HPQ,3,108475,217001,-1.2065822834645665,-0.8873822834645667,0.4998824890207879,-0.9157868503937002,-0.9157868503937004,2.661194180503827,2.6039340491093887,2.8133468503937005,3.1464531496062995,-0.1626040345884745,0.016361194133464797,-1.5,-1.5,[-4.60152    -0.91578685  1.89756   ],[-4.06224    -0.91578685  2.31588   ],[-4.60152    -0.91578685  1.89756   ],[-4.06224    -0.91578685  2.31588   ],-11.4356202912,-11.1540203712
136,BAX,3,33691,111419,-2.4489422834645667,-2.3053022834645667,0.30238110196645096,-2.95344,-1.32804,1.1050219041165465,1.6820058926683517,0.5241599999999997,0.41225314960629966,0.5896626488677703,-0.6753819435158331,-1.4999999999999998,-1.4999999999999996,[-3.4776     -2.95344    -0.91578685],[-4.67208    -1.32804    -0.91578685],[-3.4776     -2.95344    -0.91578685],[-4.67208    -1.32804    -0.91578685],-3.4776,-4.67208
137,DUK,3,58612,125095,-1.8659822834645665,-1.6652222834645667,0.46853990966865183,-0.9475199999999999,-0.9157868503937004,1.3214040498327395,3.548975502954488,0.03173314960629969,3.1737068503937005,-0.7068009484553429,-0.3073376813593739,-1.4999999999999998,-1.5,[-3.73464    -0.94752    -0.91578685],[-6.3378     -0.91578685  2.25792   ],[-3.73464    -0.94752    -0.91578685],[-6.3378     -0.91578685  2.25792   ],-3.7346399999999997,-18.390125376
138,XRX,3,39664,122066,-1.2628622834645666,-1.242702283464567,0.3249389674438419,-0.9157868503937002,-0.9157868503937004,1.3031280752560988,0.8568570264577142,1.0468268503937002,0.5201468503937005,-0.3806169384111601,-0.5167560076310683,-1.5,-1.5,[-3.00384    -0.91578685  0.13104   ],[-2.41668    -0.91578685 -0.39564   ],[-3.00384    -0.91578685  0.13104   ],[-2.41668    -0.91578685 -0.39564   ],-3.2664231936,-2.41668
139,PNW,3,24303,73192,-3.4913822834645667,-3.407382283464567,0.33204448573614603,-1.43892,-1.4086800000000002,3.279492414357403,3.1814898084152023,0.5231331496062998,0.4928931496062997,-0.6936361289236052,-0.6943991209188349,-1.5000000000000002,-1.5000000000000002,[-8.11944    -1.43892    -0.91578685],[-7.89768    -1.40868    -0.91578685],[-8.11944    -1.43892    -0.91578685],[-7.89768    -1.40868    -0.91578685],-8.119439999999999,-7.89768
140,APD,3,19225,86640,0.15253771653543335,0.24409771653543308,0.22189519852262235,-0.9157868503937002,-0.9157868503937004,3.156480166982229,3.1278986707852594,2.1510531496063,1.9570131496062997,0.4689111686235636,0.5052384992891109,-1.5,-1.5000000000000004,[-3.06684    -0.91578685  4.44024   ],[-2.8728     -0.91578685  4.52088   ],[-3.06684    -0.91578685  4.44024   ],[-2.8728     -0.91578685  4.52088   ],-12.2441056416,-11.339504064000002
141,MUR,3,21977,94035,-1.1914622834645667,-0.9209822834645666,0.233710852342213,-0.9157868503937002,-0.9157868503937004,2.8102099516227264,3.0338912298667524,3.0199868503937,3.7079468503937005,-0.14620269746563447,-0.0025686927381516887,-1.5,-1.5,[-4.7628     -0.91578685  2.1042    ],[-4.63932    -0.91578685  2.79216   ],[-4.7628     -0.91578685  2.1042    ],[-4.63932    -0.91578685  2.79216   ],-12.680483760000001,-14.800883731199999
142,VNO,3,23025,108989,-4.301142283464568,-4.148262283464567,0.2112598519116608,-3.3339600000000003,-2.75688,3.232164267253634,3.3548423841222923,2.4181731496063,1.8410931496062997,-0.42206066061587233,-0.5507693960938974,-1.5000000000000002,-1.5,[-8.65368    -3.33396    -0.91578685],[-8.77212    -2.75688    -0.91578685],[-8.65368    -3.33396    -0.91578685],[-8.77212    -2.75688    -0.91578685],-8.653680000000001,-8.772120000000001
143,HES,3,41456,124405,0.10969771653543336,0.2180577165354333,0.3332341947670914,-0.9157868503937002,-0.9157868503937004,4.350887387476826,5.292455827966575,3.7159731496062998,4.7063331496063,0.340449803213565,0.3115237707611683,-1.5,-1.5000000000000007,[-4.63176    -0.91578685  5.87664   ],[-5.62212    -0.91578685  7.19208   ],[-4.63176    -0.91578685  5.87664   ],[-5.62212    -0.91578685  7.19208   ],-25.974306086400002,-38.864776809599995
144,NBR,3,77796,218183,-1.7433422834645667,-1.8416222834645666,0.35656306861671166,-0.9157868503937002,-0.9157868503937004,2.0798601485202206,1.8260833842310595,1.2030668503937,0.6990668503937004,-0.5338424070306776,-0.6301806101936356,-1.5000000000000002,-1.4999999999999991,[-4.60152    -0.91578685  0.28728   ],[-4.39236    -0.91578685 -0.21672   ],[-4.60152    -0.91578685  0.28728   ],[-4.39236    -0.91578685 -0.21672   ],-5.636164665599999,-4.39236
145,COHU,3,3478,20513,3.8577777165354328,3.387377716535433,0.16955101642860626,-0.9157868503937002,-0.9157868503937004,11.297696875793784,11.127588798092658,6.0444531496063,6.6542931496063,0.5583556640363294,0.5222359875762477,-1.5,-1.4999999999999998,[-6.96024    -0.91578685 19.44936   ],[-7.57008    -0.91578685 18.648     ],[-6.96024    -0.91578685 19.44936   ],[-7.57008    -0.91578685 18.648     ],-122.88309344639997,-130.08893184
146,OMC,3,10557,68359,40.99081771653544,-2.072622283464567,0.15443467575593559,-0.9157868503937002,-2.43684,158.7014144906027,0.8364937953171735,128.0905731496063,0.4283999999999999,0.3776769681688118,0.5705691066158367,-1.5,-1.5,[-129.00636      -0.91578685  252.8946    ],[-2.86524    -2.43684    -0.91578685],[-129.00636      -0.91578685  252.8946    ],[-2.86524    -2.43684    -0.91578685],-32501.123569656,-2.43684
147,FLS,3,5838,42521,-1.4837822834645669,-1.6635422834645668,0.13729686507843183,-0.9157868503937002,-0.9157868503937004,3.095037719252333,3.1019183754966053,2.9065868503937002,2.6218268503937003,-0.2690964596566681,-0.3475850089122684,-1.5000000000000002,-1.5,[-5.52636    -0.91578685  1.9908    ],[-5.78088    -0.91578685  1.70604   ],[-5.52636    -0.91578685  1.9908    ],[-5.78088    -0.91578685  1.70604   ],-14.537437488000002,-13.937252515199999
148,WFT,3,76586,204079,0.044177716535433266,-1.0478222834645667,0.3752762410635097,-0.9157868503937002,-0.9157868503937004,2.7975378736452736,3.8734746835616605,1.8839331496063,4.5445868503937,0.4743141013996653,-0.051091010008095974,-1.5,-1.4999999999999998,[-2.79972    -0.91578685  3.84804   ],[-5.85648    -0.91578685  3.6288    ],[-2.79972    -0.91578685  3.84804   ],[-5.85648    -0.91578685  3.6288    ],-9.7251145488,-23.479674623999998
149,MAS,3,22726,110010,-2.267502283464567,-2.7135422834645664,0.206581219889101,-0.9157868503937002,-0.9157868503937004,3.4043534928677692,3.3103309219725916,1.9741868503937003,1.0468268503937004,-0.5329856747591278,-0.6544426721803105,-1.5,-1.5,[-6.94512    -0.91578685  1.0584    ],[-7.35588    -0.91578685  0.13104   ],[-6.94512    -0.91578685  1.0584    ],[-7.35588    -0.91578685  0.13104   ],-13.237435007999999,-8.1887545152
150,MXM,3,7559,49,-2.3540222834645665,-0.7529822834645667,154.26530612244898,-0.9157868503937002,-0.9157868503937004,2.707468723156423,0.5602967616419814,0.9157868503937002,0.42737314960629946,-0.6469162380566909,0.411319985677326,-1.5000000000000002,-1.5000000000000002,[-6.14628    -0.91578685  0.        ],[-1.34316    -0.91578685  0.        ],[-6.14628    -0.91578685  0.        ],[-1.34316    -0.91578685  0.        ],-6.14628,-1.34316
151,FITB,3,47327,124611,-2.376702283464567,-2.2414622834645663,0.37979793116177546,-1.4868,-1.42632,1.678545393396413,1.5280677113674688,0.5710131496062997,0.5105331496062996,-0.6462299497725301,-0.6483694193029098,-1.5,-1.4999999999999993,[-4.72752    -1.4868     -0.91578685],[-4.38228    -1.42632    -0.91578685],[-4.72752    -1.4868     -0.91578685],[-4.38228    -1.42632    -0.91578685],-4.72752,-4.38228
152,NUE,3,51186,167226,-2.241462283464567,-2.222982283464567,0.30608876610096514,-0.9157868503937002,-0.9157868503937004,3.66404760047189,3.638830887046094,2.3496668503937004,2.3496668503937004,-0.4953476090860795,-0.4924933063263719,-1.5000000000000002,-1.5000000000000002,[-7.24248    -0.91578685  1.43388   ],[-7.18704    -0.91578685  1.43388   ],[-7.24248    -0.91578685  1.43388   ],[-7.18704    -0.91578685  1.43388   ],-16.193447222400003,-16.0585129152
153,OXY,3,78833,224660,0.2785377165354331,0.3885777165354332,0.3508991364728924,-0.9157868503937002,-0.9157868503937004,2.3512967535352125,2.5396101003362923,0.8960931496062999,0.9414531496062996,0.6308620626063005,0.6349258538218457,-1.4999999999999998,-1.5,[-1.81188    -0.91578685  3.56328   ],[-1.85724    -0.91578685  3.93876   ],[-1.81188    -0.91578685  3.56328   ],[-1.85724    -0.91578685  3.93876   ],-4.7048357664000005,-5.2337026224
154,RF,3,37917,114736,-1.7223422834645667,-1.6232222834645669,0.3304716915353507,-1.5498,-1.0332000000000001,0.7391289568864602,0.9186924971839501,0.6340131496062998,0.11741314960629967,-0.3374389018553569,-0.6984541899751098,-1.5,-1.5000000000000004,[-2.70144    -1.5498     -0.91578685],[-2.92068    -1.0332     -0.91578685],[-2.70144    -1.5498     -0.91578685],[-2.92068    -1.0332     -0.91578685],-2.7014400000000003,-2.92068
155,PLL,3,13451,71486,-1.7727422834645667,-1.8055022834645669,0.188162717175391,-0.9157868503937002,-0.9157868503937004,1.855796747258395,2.0475662036481843,0.8628668503937003,1.0518668503937005,-0.5941930077413137,-0.5697424846540958,-1.5000000000000007,-1.5,[-4.34952    -0.91578685 -0.05292   ],[-4.6368     -0.91578685  0.13608   ],[-4.34952    -0.91578685 -0.05292   ],[-4.6368     -0.91578685  0.13608   ],-4.34952,-5.131695744
156,MTB,3,10293,60357,-1.5064622834645665,-1.457742283464567,0.1705353148764849,-0.9157868503937002,-0.9157868503937004,2.012905129412891,2.190122750011404,1.5256268503937003,1.8280268503937003,-0.4148980273595875,-0.3560290095812241,-1.5000000000000004,-1.5,[-4.21344    -0.91578685  0.60984   ],[-4.36968    -0.91578685  0.91224   ],[-4.21344    -0.91578685  0.60984   ],[-4.36968    -0.91578685  0.91224   ],-6.173124249599998,-7.443636883200001
157,FHN,3,18658,116053,-1.0461422834645668,-0.8983022834645668,0.1607713717008608,-0.9157868503937002,-0.9157868503937004,1.4370863759237116,1.1996278278867782,1.5609068503937003,1.4429331496062994,-0.13531586736328569,0.021859392996987706,-1.5000000000000002,-1.5000000000000002,[-2.86776    -0.91578685  0.64512   ],[-2.35872    -0.91578685  0.5796    ],[-2.86776    -0.91578685  0.64512   ],[-2.35872    -0.91578685  0.5796    ],-4.072689331199999,-3.146234112
158,SHW,3,17051,76483,-0.6941822834645667,-0.8386622834645667,0.22293843076239164,-0.9157868503937002,-0.9157868503937004,4.818294525497785,1.0045474600097315,5.5656531496063,1.1128131496062994,0.06889119995445735,0.11471060029438945,-1.5,-1.5000000000000002,[-6.48144    -0.91578685  5.31468   ],[-2.0286     -0.91578685  0.4284    ],[-6.48144    -0.91578685  5.31468   ],[-2.0286     -0.91578685  0.4284    ],-35.6135395392,-2.0286
159,WB,3,96762,224422,-2.1255422834645668,-2.0591822834645668,0.4311609378759658,-1.18188,-1.8396000000000001,1.52656636223986,1.0349360288363996,0.2660931496062998,0.9238131496062997,-0.6910276018741468,-0.3087038084989185,-1.5,-1.5,[-4.27896    -1.18188    -0.91578685],[-3.42216    -1.8396     -0.91578685],[-4.27896    -1.18188    -0.91578685],[-3.42216    -1.8396     -0.91578685],-4.27896,-3.42216
160,TE,3,18030,76720,-2.3582222834645665,-2.550582283464567,0.2350104275286757,-0.9157868503937002,-1.11888,2.1593248920181436,2.169925942053019,0.16734685039370023,0.20309314960629965,-0.7039228465294132,-0.7024639528445102,-1.4999999999999996,-1.5,[-5.41044    -0.91578685 -0.74844   ],[-5.61708    -1.11888    -0.91578685],[-5.41044    -0.91578685 -0.74844   ],[-5.61708    -1.11888    -0.91578685],-5.4104399999999995,-5.6170800000000005
161,TSO,3,45096,215176,-1.4619422834645668,-1.2393422834645669,0.20957727627616463,-0.9157868503937002,-0.9157868503937004,4.576928974338188,4.71327942918037,4.766346850393701,5.2804268503937,-0.17729275746496959,-0.10264793401497388,-1.5000000000000002,-1.5000000000000002,[-7.3206     -0.91578685  3.85056   ],[-7.16688    -0.91578685  4.36464   ],[-7.3206     -0.91578685  3.85056   ],[-7.16688    -0.91578685  4.36464   ],-31.658449535999996,-34.08309112319999
162,BEN,3,27332,128699,-1.3619822834645667,-2.3027822834645666,0.2123715024980769,-0.9157868503937002,-0.9157868503937004,0.8089085613631798,2.4383965890887644,0.24294685039370023,0.6537068503937005,-0.6595698394702534,-0.6691818762021318,-1.4999999999999998,-1.4999999999999998,[-2.49732    -0.91578685 -0.67284   ],[-5.73048    -0.91578685 -0.26208   ],[-2.49732    -0.91578685 -0.67284   ],[-5.73048    -0.91578685 -0.26208   ],-2.49732,-5.73048
163,WMB,3,51056,170398,1.777937716535433,0.0660177165354332,0.2996279299052806,1.20708,-0.9157868503937004,2.4657337015255263,3.017113282298405,2.1228668503937,2.1233331496062995,0.3348653173339271,0.4536590391760901,-1.4999999999999998,-1.4999999999999996,[-0.91578685  1.20708     5.04252   ],[-3.03912    -0.91578685  4.15296   ],[-0.91578685  1.20708     5.04252   ],[-3.03912    -0.91578685  4.15296   ],0.0,-11.5075037952
164,RRD,3,13508,52570,-2.2599422834645666,-2.501862283464567,0.2569526345824615,-1.5724799999999999,-2.3562000000000003,1.4613725016322718,1.3584020390500995,0.6566931496062997,1.4404131496062997,-0.6015303803603234,-0.15961293867746995,-1.5000000000000002,-1.4999999999999998,[-4.29156    -1.57248    -0.91578685],[-4.2336     -2.3562     -0.91578685],[-4.29156    -1.57248    -0.91578685],[-4.2336     -2.3562     -0.91578685],-4.29156,-4.2336
165,WFC,3,90763,207460,-2.574102283464567,-2.5405022834645665,0.43749638484527137,-1.48428,-1.449,1.957037181910581,1.9329525047525935,0.5684931496062998,0.5332131496062996,-0.662619310028402,-0.6669649061314877,-1.5000000000000004,-1.4999999999999993,[-5.32224    -1.48428    -0.91578685],[-5.25672    -1.449      -0.91578685],[-5.32224    -1.48428    -0.91578685],[-5.25672    -1.449      -0.91578685],-5.32224,-5.25672
166,NI,3,19394,89489,-1.865982283464567,-1.9701422834645665,0.21671937333080044,-0.9157868503937002,-0.9157868503937004,3.070243757442455,2.8303536358594887,2.2438268503937002,1.7625068503937005,-0.43458514024743605,-0.5070819450038984,-1.5000000000000002,-1.5,[-6.0102     -0.91578685  1.32804   ],[-5.84136    -0.91578685  0.84672   ],[-6.0102     -0.91578685  1.32804   ],[-5.84136    -0.91578685  0.84672   ],-12.663946008000002,-9.9406363392
167,S,3,90819,195677,-1.3762622834645668,-1.3821422834645667,0.4641271074270354,-0.9157868503937002,-0.9157868503937004,3.206837375145628,2.8401394037225285,3.2165468503937,2.7553868503937005,-0.21242698450194364,-0.24187516867357647,-1.4999999999999998,-1.5,[-5.51376    -0.91578685  2.30076   ],[-5.07024    -0.91578685  1.8396    ],[-5.51376    -0.91578685  2.30076   ],[-5.07024    -0.91578685  1.8396    ],-15.898838457600002,-12.557853504
168,APA,3,45207,175868,-1.6257422834645665,-1.3997822834645668,0.25705074260240635,-0.9157868503937002,-0.9157868503937004,2.226026131040115,2.4590672677291137,1.5911468503937003,2.2564268503937006,-0.4459593935576345,-0.28760658518830917,-1.4999999999999998,-1.5000000000000002,[-4.6368     -0.91578685  0.67536   ],[-4.6242     -0.91578685  1.34064   ],[-4.6368     -0.91578685  0.67536   ],[-4.6242     -0.91578685  1.34064   ],-7.092949248,-9.482947488
169,MAT,3,28757,80563,-1.8542222834645667,-1.6240622834645668,0.35695046112979906,-0.9157868503937002,-0.9157868503937004,2.0857010899506796,2.513317971715052,1.0140668503937003,1.9540268503937006,-0.5838193414091419,-0.40033317239852745,-1.4999999999999998,-1.5,[-4.74516    -0.91578685  0.09828   ],[-4.99464    -0.91578685  1.03824   ],[-4.74516    -0.91578685  0.09828   ],[-4.99464    -0.91578685  1.03824   ],-5.1132343248000005,-9.142035033600001
170,BDX,3,17566,75981,-0.8747822834645667,-0.8907422834645669,0.2311893762914413,-0.9157868503937002,-0.9157868503937004,0.36944480623568504,0.4293689937179138,0.38957314960629963,0.48785314960629955,0.16511729460859348,0.08729471193308572,-1.5000000000000002,-1.5,[-1.30536    -0.91578685 -0.4032    ],[-1.40364    -0.91578685 -0.3528    ],[-1.30536    -0.91578685 -0.4032    ],[-1.40364    -0.91578685 -0.3528    ],-1.3053599999999999,-1.4036399999999998
171,WY,3,24067,203159,-0.39514228346456665,-0.4421822834645668,0.11846386327950029,-0.9157868503937002,-0.9157868503937004,1.3841912397267988,1.2464244704385685,0.8532531496062997,0.7600131496062995,0.5109892409188893,0.5150965606635682,-1.4999999999999996,-1.5,[-1.76904    -0.91578685  1.4994    ],[-1.6758     -0.91578685  1.26504   ],[-1.76904    -0.91578685  1.4994    ],[-1.6758     -0.91578685  1.26504   ],-2.922138576,-2.5307140319999997
172,CSC,3,25152,74584,0.1516977165354332,0.2902977165354332,0.3372305052021881,-0.43848,0.33011999999999997,1.1882307974109827,0.9689158048521646,0.47730685039370024,1.12644,0.6224981358516248,-0.061580332600644466,-1.5000000000000004,-1.5000000000000002,[-0.91578685 -0.43848     1.80936   ],[-0.91578685  0.33012     1.45656   ],[-0.91578685 -0.43848     1.80936   ],[-0.91578685  0.33012     1.45656   ],-0.4384799999999999,0.0
173,IFF,3,9457,34436,-1.5535022834645666,-1.7164622834645666,0.27462539203159486,-0.9157868503937002,-0.9157868503937004,2.493734211416361,2.2433553473673338,2.0472668503937004,1.4575868503937004,-0.3668670389973185,-0.48989984847154955,-1.4999999999999998,-1.4999999999999993,[-4.8762     -0.91578685  1.13148   ],[-4.7754     -0.91578685  0.5418    ],[-4.8762     -0.91578685  1.13148   ],[-4.7754     -0.91578685  0.5418    ],-9.262042776,-6.820911719999999
174,AVP,3,21656,72708,-1.745862283464567,-2.235582283464567,0.29784892996644113,-0.9157868503937002,-0.9157868503937004,1.912231234629822,2.490088611872549,0.9838268503937002,0.8477468503937005,-0.5693351738059242,-0.6461357935318565,-1.5000000000000002,-1.5,[-4.38984    -0.91578685  0.06804   ],[-5.72292    -0.91578685 -0.06804   ],[-4.38984    -0.91578685  0.06804   ],[-5.72292    -0.91578685 -0.06804   ],-4.620484713600001,-5.72292
175,TJX,3,34600,110973,-2.609382283464567,-2.7395822834645664,0.3117875519270453,-1.37088,-1.32552,2.081613990503342,2.295613535690421,0.4550931496062999,0.4097331496062996,-0.6818429131089746,-0.6902494868354381,-1.5,-1.4999999999999993,[-5.54148    -1.37088    -0.91578685],[-5.97744    -1.32552    -0.91578685],[-5.54148    -1.37088    -0.91578685],[-5.97744    -1.32552    -0.91578685],-5.54148,-5.9774400000000005
176,CMI,3,39258,176680,1.1865777165354332,1.2638577165354332,0.22219832465474304,-0.9157868503937002,-0.9157868503937004,3.7741731295397085,3.747203407752486,1.0951731496062997,0.9137331496062996,0.6627139488130226,0.6757039125018663,-1.5000000000000002,-1.5000000000000002,[-2.01096    -0.91578685  6.48648   ],[-1.82952    -0.91578685  6.53688   ],[-2.01096    -0.91578685  6.48648   ],[-1.82952    -0.91578685  6.53688   ],-2.01096,-1.82952
177,PH,3,15684,86688,-1.797102283464567,-2.1986222834645672,0.18092469545957918,-1.81692,-2.7442800000000003,0.7116384733025926,0.9104650968439474,0.8416800000000002,0.1915199999999997,0.041750421099515184,0.6837125354646018,-1.5,-1.499999999999999,[-2.6586     -1.81692    -0.91578685],[-2.9358     -2.74428    -0.91578685],[-2.6586     -1.81692    -0.91578685],[-2.9358     -2.74428    -0.91578685],-1.81692,-2.9358
178,PKI,3,6671,36897,-1.1217422834645667,-1.3132622834645669,0.1808006070954278,-0.9157868503937002,-0.9157868503937004,1.3964751412773893,1.1141985072452019,1.3920668503937002,0.7242668503937004,-0.21801562743128705,-0.4897062889491412,-1.5000000000000007,-1.5000000000000004,[-2.92572    -0.91578685  0.47628   ],[-2.83248    -0.91578685 -0.19152   ],[-2.92572    -0.91578685  0.47628   ],[-2.83248    -0.91578685 -0.19152   ],-3.8429019216,-2.83248
179,NX,3,6667,41003,-0.6269822834645669,-0.8126222834645667,0.16259785869326634,-0.9157868503937002,-0.9157868503937004,2.747256935297382,1.958109684755897,2.9221731496063,2.241773149606299,0.15652529873504825,0.07888244877481902,-1.4999999999999998,-1.5000000000000007,[-3.83796    -0.91578685  2.8728    ],[-3.15756    -0.91578685  1.63548   ],[-3.83796    -0.91578685  2.8728    ],[-3.15756    -0.91578685  1.63548   ],-11.990851488000002,-6.6862062288
180,JCI,3,15507,98299,-1.6013822834645668,-1.7576222834645667,0.15775338508021444,-0.9157868503937002,-0.9157868503937004,1.4875620950144617,1.5860768085394874,0.6940268503937002,0.5377868503937004,-0.5934288390562846,-0.6466254715833817,-1.5000000000000004,-1.5000000000000002,[-3.6666     -0.91578685 -0.22176   ],[-3.97908    -0.91578685 -0.378     ],[-3.6666     -0.91578685 -0.22176   ],[-3.97908    -0.91578685 -0.378     ],-3.6666000000000003,-3.9790799999999997
181,SJM,3,10705,35898,5.011937716535432,5.514257716535433,0.2982060281909856,7.0686,8.14464,4.256481390854139,4.571718041693673,1.8143999999999991,1.1692799999999988,-0.61196832148679,-0.6725731701718701,-1.5000000000000007,-1.5,[-0.91578685  7.0686      8.883     ],[-0.91578685  8.14464     9.31392   ],[-0.91578685  7.0686      8.883     ],[-0.91578685  8.14464     9.31392   ],0.0,0.0
182,MDP,3,8100,36321,1.6804977165354327,1.6460577165354329,0.22301148096142728,-0.9157868503937002,1.3230000000000002,4.73453200578866,2.235328093625667,1.4504931496063,2.2387868503937005,0.6576560136339046,0.21376675956082847,-1.5000000000000002,-1.4999999999999998,[-2.36628    -0.91578685  8.32356   ],[-0.91578685  1.323       4.53096   ],[-2.36628    -0.91578685  8.32356   ],[-0.91578685  1.323       4.53096   ],-13.7385935568,0.0
183,HBAN,3,26153,69289,-1.9919822834645668,-2.119662283464567,0.3774480797817835,-1.47672,-2.12184,1.1483944581376622,0.9820723331688879,0.5609331496062998,1.1995200000000001,-0.5826950634679132,0.003326195010904817,-1.5000000000000002,-1.4999999999999996,[-3.58344    -1.47672    -0.91578685],[-3.32136    -2.12184    -0.91578685],[-3.58344    -1.47672    -0.91578685],[-3.32136    -2.12184    -0.91578685],-3.58344,-2.12184
184,ATI,3,36756,161128,-1.613142283464567,-0.7555022834645668,0.22811677672409514,-0.9157868503937002,-0.9157868503937004,1.6583108654340801,2.5312938566665526,0.8931068503937002,2.8566531496062995,-0.5564179647391299,0.0947279103339945,-1.5,-1.5,[-3.90096    -0.91578685 -0.02268   ],[-3.77244    -0.91578685  2.42172   ],[-3.90096    -0.91578685 -0.02268   ],[-3.77244    -0.91578685  2.42172   ],-3.9009600000000004,-10.4865133968
185,SWK,3,10562,53138,-1.6988222834645665,-1.6996622834645667,0.1987654785652452,-1.66572,-1.23228,0.6532791702803937,0.8941574743220677,0.7499331496062999,0.3164931496062996,-0.07587634170239861,-0.6412450637694105,-1.4999999999999996,-1.4999999999999998,[-2.51496    -1.66572    -0.91578685],[-2.95092    -1.23228    -0.91578685],[-2.51496    -1.66572    -0.91578685],[-2.95092    -1.23228    -0.91578685],-2.51496,-2.95092
186,MCD,3,62452,148279,-2.6413022834645665,-2.873142283464567,0.42117899365385525,-1.7665199999999999,-2.65104,1.871202444761889,1.6961334119950646,0.8507331496062996,1.7352531496062995,-0.5990727604103576,-0.19417402758419974,-1.4999999999999996,-1.5000000000000004,[-5.2416     -1.76652    -0.91578685],[-5.0526     -2.65104    -0.91578685],[-5.2416     -1.76652    -0.91578685],[-5.0526     -2.65104    -0.91578685],-5.2416,-5.0526
187,VFC,3,10231,56065,-2.1574622834645667,-2.169222283464567,0.1824846160706323,-2.31084,-1.45908,0.9573704481264617,1.4060630493824862,0.9349200000000004,0.5432931496062995,0.23619898188211658,-0.6287544164901641,-1.4999999999999993,-1.4999999999999996,[-3.24576    -2.31084    -0.91578685],[-4.1328     -1.45908    -0.91578685],[-3.24576    -2.31084    -0.91578685],[-4.1328     -1.45908    -0.91578685],-3.2457599999999998,-4.1328000000000005
188,BMS,3,7754,36989,-1.263702283464567,-1.2611822834645667,0.20962988996728757,-0.9157868503937002,-0.9157868503937004,6.690602695772964,1.9923522550475619,7.6668668503937,1.9036268503937004,-0.07786030464335449,-0.2548307741680182,-1.5,-1.4999999999999998,[-9.6264     -0.91578685  6.75108   ],[-3.8556     -0.91578685  0.98784   ],[-9.6264     -0.91578685  6.75108   ],[-3.8556     -0.91578685  0.98784   ],-67.863916512,-6.676475903999999
189,AVY,3,14288,57502,0.21385771653543326,0.1962177165354333,0.24847831379778096,0.34272,-0.7786799999999999,0.8745031950749265,1.4767239479454597,0.8719199999999999,0.13710685039370052,-0.21783268654230853,0.7025379428367025,-1.5,-1.5000000000000002,[-0.91578685  0.34272     1.21464   ],[-0.91578685 -0.77868     2.28312   ],[-0.91578685  0.34272     1.21464   ],[-0.91578685 -0.77868     2.28312   ],0.0,-0.7786799999999999
190,ADP,3,21322,77462,-0.9403022834645668,-0.8252222834645669,0.2752575456352792,-0.9157868503937002,-0.9157868503937004,0.8211539787575324,1.4036964344157647,0.9687068503937002,1.5815331496062996,-0.04475567268521828,0.09650937210003468,-1.4999999999999993,-1.5000000000000004,[-1.95804    -0.91578685  0.05292   ],[-2.49732    -0.91578685  0.93744   ],[-1.95804    -0.91578685  0.05292   ],[-2.49732    -0.91578685  0.93744   ],-2.0087394768,-3.9009676608000006
191,SVU,3,19126,64358,-1.4787422834645667,-1.5047822834645663,0.29718139159078905,-0.9157868503937002,-0.9157868503937004,2.8111916814425877,2.7558768121396806,2.5638668503937003,2.4529868503937005,-0.29235198018211556,-0.3108227434390931,-1.5000000000000002,-1.5000000000000002,[-5.16852    -0.91578685  1.64808   ],[-5.13576    -0.91578685  1.5372    ],[-5.16852    -0.91578685  1.64808   ],[-5.13576    -0.91578685  1.5372    ],-12.038574441600002,-11.493250272
192,FRX,3,37636,133582,-2.828622283464567,-2.9126222834645668,0.281744546420925,-0.9157868503937002,-0.9157868503937004,3.0470541037870835,2.9647643049294254,0.4747868503937002,0.1975868503937004,-0.6942524425208475,-0.704752013878655,-1.5000000000000007,-1.4999999999999996,[-7.12908    -0.91578685 -0.441     ],[-7.10388    -0.91578685 -0.7182    ],[-7.12908    -0.91578685 -0.441     ],[-7.10388    -0.91578685 -0.7182    ],-7.12908,-7.10388
193,IGT,3,29563,68891,-1.2460622834645667,-1.2880622834645667,0.42912717190924793,-0.9157868503937002,-0.9157868503937004,1.1756691247307103,1.2321275335914097,0.9157868503937002,0.9157868503937004,-0.3992178482060891,-0.425628486587811,-1.5000000000000004,-1.4999999999999996,[-2.8224     -0.91578685  0.        ],[-2.9484     -0.91578685  0.        ],[-2.8224     -0.91578685  0.        ],[-2.9484     -0.91578685  0.        ],-2.8224,-2.9484
194,TYC,3,2502,260068,-0.15238228346456673,-1.3813022834645674,0.009620560776412324,-0.9157868503937002,-0.9157868503937004,5.4198436697015655,6.036636609869239,5.459813149606299,6.6840668503937,0.20848592150315354,-0.11521396776515977,-1.5000000000000002,-1.4999999999999998,[-6.3756     -0.91578685  6.83424   ],[-8.9964     -0.91578685  5.76828   ],[-6.3756     -0.91578685  6.83424   ],[-8.9964     -0.91578685  5.76828   ],-43.11374054399999,-55.121874192000014
