,Ticker,Date,Length(days),Total Trades,Total Quotes,Mean Returns(Trades),Mean Returns(Quotes),Trade Quote Ratio,Median Returns(Trades),Median Returns(Quote),Standard Deviation(Trades),Standard Deviation(Quotes),Mean Absolute Deviation(Trades),Mean Absolute Deviation(Quotes),Skew(Trades),Skew(Quotes),Kurtosis(Trades),Kurtosis(Quotes),10 Largest Returns(Trades),10 Largest Returns(Quotes),10 Smallest Returns(Trades),10 Smallest Returns(Quotes),Maximum Drawdown(Trades),Maximum Drawdown(Quotes)
10,SUNW,20070705,11,307719,432576,0.12342,0.13543,0.71136,0.0,0.0,0.72598,0.62122,0.47124,0.0,0.38479,0.98302,1.94716,3.87387,"[0.47628 0.47628 0.47628 0.945   0.95004 0.95004 0.95256 1.19448 1.43136
 2.40912]","[0.47124 0.47376 0.47376 0.47376 0.47376 0.95256 0.95256 0.95508 1.43388
 2.41164]","[-1.89756 -0.94752 -0.945   -0.47628 -0.47628 -0.47628 -0.47376 -0.47124
 -0.47124 -0.23688]","[-1.42632 -0.94752 -0.945   -0.47124  0.       0.       0.       0.
  0.       0.     ]",-5.76047,-2.62744
11,SUNW,20070706,12,337635,473166,0.09738,0.0849,0.71357,0.0,0.0,0.70839,0.61536,0.45864,0.46368,1.08405,1.22907,2.04136,1.03536,"[0.46368 0.46368 0.4662  0.4662  0.4662  0.46872 1.386   1.41876 1.86228
 2.3562 ]","[0.      0.46368 0.46368 0.4662  0.93492 0.93492 1.38852 1.39608 1.41624
 1.88244]","[-1.38852 -0.9324  -0.9198  -0.47124 -0.4662  -0.4662  -0.46116 -0.46116
 -0.45864 -0.441  ]","[-0.92232 -0.46872 -0.4662  -0.4662  -0.4662  -0.4662  -0.46368 -0.46368
 -0.46368 -0.46368]",-1.0066,-0.99953
12,SUNW,20070709,13,371818,517357,-0.05958,-0.04769,0.71869,0.0,0.0,0.51358,0.39444,0.23688,0.0,0.25434,0.19236,1.25637,0.90681,"[0.04536 0.23436 0.23688 0.42588 0.46368 0.47124 0.47376 0.9324  0.945
 1.40112]","[0.      0.      0.      0.      0.4662  0.47124 0.47124 0.47376 0.9324
 0.94248]","[-1.40616 -0.945   -0.92736 -0.47124 -0.46872 -0.4662  -0.4662  -0.4662
 -0.4662  -0.46368]","[-0.94248 -0.93744 -0.47124 -0.47124 -0.46872 -0.4662  -0.4662  -0.4662
 -0.46368 -0.46368]",-1.00186,-0.99995
13,SUNW,20070710,14,410467,569602,-0.01066,-0.02242,0.72062,0.0,0.0,0.82596,0.91757,0.46872,0.46872,-1.28842,-1.21613,4.4658,5.40024,"[0.47124 0.47124 0.47124 0.47124 0.47628 0.93996 0.95004 1.41876 1.41876
 1.47672]","[0.46872 0.47124 0.47124 0.47376 0.47628 0.94248 0.94248 1.41624 1.89252
 1.90764]","[-3.29112 -1.0584  -0.9954  -0.93744 -0.93492 -0.8442  -0.47124 -0.47124
 -0.47124 -0.46872]","[-3.75732 -0.94752 -0.93996 -0.93996 -0.93744 -0.93492 -0.47124 -0.47124
 -0.46872 -0.46872]",-0.95728,-0.0
14,SUNW,20070711,15,433252,599787,0.02539,0.03076,0.72234,0.0,0.0,0.73636,0.5563,0.47124,0.0,-1.0758,-1.33024,4.54505,8.03311,"[0.47124 0.47124 0.47124 0.47124 0.47376 0.945   0.945   0.945   0.94752
 1.90512]","[0.      0.      0.23436 0.47124 0.47124 0.47124 0.47124 0.47376 1.41876
 1.42884]","[-2.82492 -1.41372 -0.47124 -0.47124 -0.47124 -0.47124 -0.47124 -0.46872
 -0.46872 -0.46872]","[-2.3562  -0.94248 -0.47124 -0.47124  0.       0.       0.       0.
  0.       0.     ]",-0.7957,-0.0
15,SUNW,20070712,16,455519,641063,0.05447,0.05421,0.71057,0.0,0.0,0.46168,0.35799,0.46872,0.0,-0.17597,0.25073,-0.58602,1.39003,"[0.46872 0.47124 0.47124 0.47124 0.47124 0.47124 0.47124 0.70056 0.93744
 0.945  ]","[0.      0.      0.46872 0.46872 0.47124 0.47124 0.47124 0.70308 0.93492
 0.93744]","[-0.93744 -0.9324  -0.47124 -0.47124 -0.47124 -0.47124 -0.47124 -0.46872
 -0.46872 -0.4662 ]","[-0.93996 -0.46872 -0.46872 -0.46872 -0.4662   0.       0.       0.
  0.       0.     ]",-0.99969,-0.99095
16,SUNW,20070713,17,474614,677302,-0.06539,-0.0597,0.70074,0.0,0.0,0.5325,0.38493,0.46872,0.0,-1.41845,-1.41563,2.14327,2.87441,"[0.46872 0.46872 0.46872 0.46872 0.47124 0.47124 0.47124 0.47124 0.47124
 0.47124]","[0.      0.      0.      0.      0.46872 0.46872 0.46872 0.46872 0.47124
 0.47124]","[-1.87236 -1.39608 -0.93492 -0.9324  -0.70308 -0.47124 -0.47124 -0.46872
 -0.46872 -0.23436]","[-1.40616 -0.93492 -0.92988 -0.46872 -0.46872 -0.46872 -0.46872  0.
  0.       0.     ]",-1.58173,-1.00359
17,SUNW,20070716,18,494580,718735,-0.04775,-0.06016,0.68813,0.0,0.0,0.63364,0.45404,0.35532,0.0,-0.85616,-0.91691,3.69603,6.98465,"[0.47124 0.47124 0.47376 0.47376 0.47376 0.47376 0.47376 0.70812 0.945
 1.6506 ]","[0.      0.      0.      0.      0.      0.      0.47124 0.47124 0.47376
 1.41372]","[-2.34108 -1.4112  -0.93996 -0.47376 -0.47376 -0.47376 -0.47376 -0.47124
 -0.47124 -0.35532]","[-1.87488 -0.93996 -0.47376 -0.47376 -0.47124 -0.47124 -0.47124  0.
  0.       0.     ]",-0.99589,-2.89372
18,SUNW,20070717,19,519800,760841,-0.06042,-0.04827,0.68319,0.0,0.0,0.55065,0.547,0.47376,0.0,-0.4407,0.61009,0.04039,1.08789,"[0.47376 0.47376 0.47628 0.4788  0.4788  0.4788  0.4788  0.4788  0.94752
 0.95256]","[0.      0.      0.      0.47376 0.4788  0.4788  0.4788  0.9576  1.42128
 1.43136]","[-1.42632 -1.42128 -0.95508 -0.47628 -0.47628 -0.47628 -0.47628 -0.47376
 -0.47376 -0.47376]","[-0.95256 -0.95256 -0.94752 -0.94752 -0.94248 -0.4788  -0.4788  -0.4788
 -0.47628 -0.47376]",-1.07051,-1.0
19,SUNW,20070718,20,548703,812296,0.00078,0.00052,0.6755,0.0,0.0,0.62396,0.55388,0.4788,0.0,-0.39656,-0.48968,1.00828,1.404,"[0.4788  0.4788  0.4788  0.48132 0.48132 0.5418  0.95508 0.9576  0.96264
 1.449  ]","[0.4788  0.4788  0.4788  0.4788  0.48132 0.48132 0.48132 0.48132 0.95508
 1.449  ]","[-1.91268 -0.96264 -0.95508 -0.95004 -0.48132 -0.48132 -0.4788  -0.4788
 -0.4788  -0.4788 ]","[-1.44144 -1.4364  -0.95508 -0.95256 -0.48132 -0.48132 -0.4788  -0.47628
  0.       0.     ]",-1.00548,-1.01238
20,SUNW,20070719,21,581325,860742,0.1344,0.13414,0.67538,0.0,0.0,0.70173,0.63998,0.4662,0.4662,0.39194,-0.11688,1.2337,0.91921,"[0.46872 0.47124 0.4788  0.4788  0.9324  0.93492 0.93744 0.945   1.08612
 2.39148]","[0.46872 0.46872 0.46872 0.47124 0.93996 0.945   0.94752 0.94752 0.95004
 1.91016]","[-1.3986  -1.09116 -0.93744 -0.9324  -0.46872 -0.46872 -0.4662  -0.4662
 -0.4662  -0.4662 ]","[-1.41624 -1.3986  -0.9324  -0.47124 -0.46872 -0.46872 -0.4662  -0.4662
 -0.4662   0.     ]",-2.65535,-7.98145
21,SUNW,20070720,22,604191,895717,-0.07166,-0.07198,0.67453,0.0,0.0,0.56897,0.47095,0.38304,0.4662,0.23444,0.62812,-0.08937,1.33272,"[0.23688 0.38304 0.46872 0.47124 0.47124 0.47376 0.70812 0.94248 0.945
 1.41372]","[0.      0.      0.      0.46872 0.47124 0.47124 0.47124 0.47124 0.945
 1.41372]","[-0.945   -0.94248 -0.93996 -0.93996 -0.93744 -0.93744 -0.93492 -0.59472
 -0.47124 -0.47124]","[-0.93996 -0.93744 -0.93492 -0.47124 -0.47124 -0.47124 -0.47124 -0.47124
 -0.47124 -0.47124]",-1.0,-0.99999
22,SUNW,20070723,23,624152,946473,-0.07024,-0.07276,0.65945,0.0,0.0,0.54882,0.46136,0.4662,0.0,0.0669,-0.86064,1.01776,2.53594,"[0.      0.23184 0.47124 0.47124 0.47124 0.47376 0.47376 0.945   0.94752
 1.41876]","[0.      0.      0.      0.      0.      0.47124 0.47124 0.47124 0.945
 0.94752]","[-1.42128 -1.33308 -0.945   -0.51912 -0.47124 -0.47124 -0.47124 -0.47124
 -0.47124 -0.47124]","[-1.42884 -1.41876 -0.94248 -0.47124 -0.47124 -0.47124 -0.47124 -0.46872
  0.       0.     ]",-1.00095,-1.00526
23,SUNW,20070724,24,650465,995596,-0.06358,-0.06132,0.65334,0.0,0.0,0.50209,0.48594,0.47628,0.4788,0.00335,-0.38621,1.45599,0.10736,"[0.2394  0.38304 0.4788  0.4788  0.48132 0.48132 0.48384 0.48636 0.48636
 1.449  ]","[0.4788  0.4788  0.4788  0.48132 0.48132 0.48132 0.48384 0.48384 0.48384
 0.96516]","[-1.4364  -0.96768 -0.96012 -0.48384 -0.48384 -0.48132 -0.48132 -0.48132
 -0.4788  -0.4788 ]","[-1.4364  -0.96768 -0.71568 -0.48384 -0.48132 -0.48132 -0.48132 -0.48132
 -0.48132 -0.48132]",-1.10994,-1.07177
24,SUNW,20070725,25,680321,1059562,0.03793,0.03767,0.64208,0.0,0.0,0.6382,0.56367,0.46116,0.48384,0.0833,0.04808,-0.59956,-0.61447,"[0.48636 0.48636 0.48636 0.70308 0.72576 0.96516 0.96768 0.96768 1.21716
 1.45908]","[0.48384 0.48384 0.48636 0.48636 0.96516 0.96768 0.96768 0.97272 0.97272
 0.97524]","[-0.9702  -0.9702  -0.9702  -0.96516 -0.94248 -0.8442  -0.72576 -0.72576
 -0.72324 -0.24192]","[-0.9702  -0.96768 -0.96768 -0.96768 -0.48636 -0.48636 -0.48384 -0.48384
 -0.48384 -0.48132]",-1.0,-1.0
25,SUNW,20070726,26,716557,1112701,-0.27468,-0.28747,0.64398,-0.48636,-0.48636,1.08612,1.02461,0.504,0.49644,-0.27308,-0.49359,0.6963,1.11609,"[0.49392 0.49392 0.49896 0.504   0.99288 1.00548 1.01052 1.50948 1.96812
 2.00088]","[0.49392 0.49392 0.49644 0.49896 0.504   0.504   1.00548 1.4994  1.50948
 1.9656 ]","[-3.36672 -2.44188 -2.0034  -1.48932 -1.48176 -1.00296 -1.00044 -0.99288
 -0.99036 -0.98532]","[-3.3642  -2.43936 -2.00088 -1.48932 -1.48176 -1.00044 -1.00044 -0.99288
 -0.9828  -0.97524]",-1.0,-1.00005
26,SUNW,20070727,27,749198,1166825,-0.11527,-0.10267,0.64208,0.0,0.0,0.91587,0.80784,0.50652,0.50652,-0.02315,0.4623,-0.02099,1.46353,"[0.50904 0.55692 0.74844 0.89964 0.99288 0.99792 1.01556 1.01556 1.01808
 2.268  ]","[0.50652 0.50652 0.50652 0.50652 0.50652 0.50904 0.99792 1.01556 1.01808
 2.52252]","[-2.02104 -1.98828 -1.5246  -1.51704 -1.50696 -1.00548 -1.00296 -0.99036
 -0.50652 -0.50652]","[-1.9908  -1.51704 -1.01808 -1.01304 -1.01304 -1.00548 -1.00548 -0.99036
 -0.50652 -0.50652]",-1.17865,-1.00273
27,SUNW,20070730,28,792199,1220668,-0.07715,-0.09046,0.64899,-0.13104,0.0,0.97118,0.97039,0.65268,0.52164,-0.11763,-0.43551,0.01376,1.02259,"[0.52416 1.03824 1.03824 1.04328 1.0458  1.04832 1.12644 1.30284 1.53468
 2.09664]","[0.52164 0.52416 1.03824 1.03824 1.04328 1.0458  1.0458  1.04832 1.53216
 2.09412]","[-2.54016 -2.0538  -1.58256 -1.0458  -1.03824 -1.0332  -1.01808 -0.91224
 -0.52164 -0.52164]","[-3.04416 -2.07144 -1.54224 -1.04328 -1.03824 -1.0332  -0.52416 -0.52416
 -0.52164 -0.52164]",-2.54016,-3.04416
28,SUNW,20070731,29,880253,1325322,0.38795,0.3906,0.66418,0.0,-0.48132,4.58219,4.71721,0.96516,0.94752,5.20993,5.20142,28.13274,28.17058,"[ 0.48636  0.96264  0.96516  0.96516  0.9702   1.45908  1.47168  1.94292
  2.4318  27.42516]","[ 0.96516  0.96768  0.96768  0.96768  0.97524  1.45404  1.46916  1.94796
  1.96308 28.22904]","[-4.66704 -2.38644 -1.94544 -1.93536 -1.92528 -1.46412 -1.449   -1.44648
 -1.44396 -1.42632]","[-5.35752 -2.8602  -1.94796 -1.93536 -1.46412 -1.4616  -1.449   -1.42884
 -0.97272 -0.96768]",-4.66704,-5.35752
29,SUNW,20070801,30,926918,1403253,-0.04937,-0.03683,0.66055,0.0,0.0,0.71681,0.68375,0.49392,0.49392,0.26284,0.35964,0.26967,0.52253,"[0.49392 0.49392 0.49392 0.5418  0.73836 0.7434  0.74592 0.74592 1.24236
 1.98324]","[0.49392 0.49392 0.49392 0.49644 0.49644 0.49644 0.98784 0.99036 0.99288
 1.98324]","[-1.4742  -1.4742  -0.98784 -0.98532 -0.9828  -0.97776 -0.49896 -0.49644
 -0.49644 -0.49392]","[-1.4742  -1.22724 -0.99036 -0.99036 -0.9828  -0.73584 -0.49392 -0.49392
 -0.49392 -0.49392]",-1.80189,-2.06399
30,SUNW,20070802,31,968460,1457221,0.03916,0.0389,0.66459,0.0,0.0,0.79594,0.69767,0.4914,0.4914,0.27595,0.09185,-0.42753,0.64866,"[0.49392 0.49392 0.49392 0.63504 0.9828  0.98532 1.22976 1.46412 1.48176
 1.96812]","[0.4914  0.4914  0.49392 0.49392 0.49392 0.49392 0.49392 0.97776 1.4742
 1.97568]","[-1.47168 -1.2222  -0.9828  -0.9828  -0.98028 -0.97524 -0.97272 -0.63504
 -0.4914  -0.4914 ]","[-1.46916 -1.46664 -0.9828  -0.97776 -0.97524 -0.4914  -0.4914  -0.4914
 -0.4914  -0.4914 ]",-1.01579,-1.01735
31,SUNW,20070803,32,1009889,1514337,-0.24438,-0.25594,0.66689,0.0,0.0,0.56477,0.50813,0.49644,0.49392,-0.38364,-0.66053,1.39896,2.61575,"[0.      0.      0.      0.      0.      0.49896 0.49896 0.51156 0.98532
 1.00296]","[0.      0.      0.      0.      0.      0.      0.49392 0.49896 0.50148
 1.02312]","[-2.0286  -1.00296 -0.99792 -0.99288 -0.98784 -0.9828  -0.50652 -0.504
 -0.504   -0.50148]","[-2.03112 -1.01052 -0.99792 -0.98028 -0.50904 -0.504   -0.504   -0.50148
 -0.50148 -0.50148]",-1.0,-1.0
32,SUNW,20070806,33,1049598,1569704,0.00252,0.00065,0.66866,0.0,0.0,0.74608,0.61101,0.51156,0.51156,-0.19972,-0.07867,-0.17556,-0.38031,"[0.51156 0.76608 1.01556 1.02312 1.02564 1.02564 1.02564 1.02564 1.071
 1.3734 ]","[0.51156 0.51156 0.51156 0.51156 0.51156 1.01808 1.0206  1.0206  1.02564
 1.02816]","[-2.02356 -1.02312 -1.0206  -1.0206  -1.01304 -0.76356 -0.76356 -0.51156
 -0.51156 -0.50904]","[-1.51956 -1.01808 -1.01808 -0.51156 -0.51156 -0.51156 -0.51156 -0.51156
 -0.51156 -0.51156]",-1.01256,-1.04047
33,SUNW,20070807,34,1088495,1630294,0.06914,0.08167,0.66767,0.0,0.0,1.42058,1.38737,0.76104,0.50904,1.14033,1.63922,2.36876,4.60061,"[0.76104 0.89208 0.91476 1.0206  1.0206  1.51452 2.016   2.5452  3.0618
 5.04   ]","[0.50904 0.50904 1.008   1.01808 1.0206  1.0206  1.50948 2.54268 3.06432
 5.54904]","[-2.49984 -2.0034  -1.98828 -1.52208 -1.52208 -1.386   -1.01808 -1.00296
 -0.9828  -0.88452]","[-2.49732 -1.98324 -1.51956 -1.50444 -1.01556 -1.008   -0.98784 -0.76356
 -0.76104 -0.50904]",-1.017,-1.01196
34,SUNW,20070808,35,1124382,1679568,-0.01144,-0.0117,0.66945,0.0,0.0,0.86463,0.75169,0.504,0.0,1.2898,1.31509,6.46728,5.89455,"[0.0252  0.504   0.504   0.504   0.50652 0.50904 1.01304 1.01304 1.512
 3.53556]","[0.      0.      0.      0.50148 0.50652 0.50652 0.50652 1.01556 1.51452
 3.02652]","[-2.48472 -1.0332  -1.00296 -0.50652 -0.50652 -0.504   -0.504   -0.504
 -0.504   -0.504  ]","[-1.99332 -1.008   -1.008   -1.00548 -0.50652 -0.504   -0.504   -0.50148
 -0.50148 -0.50148]",-2.48472,-1.99332
35,SUNW,20070809,36,1180319,1743967,-0.2363,-0.2498,0.6768,0.0,0.0,0.81904,0.74693,0.51912,0.51408,-0.4352,-0.23045,0.33989,2.82469,"[0.46872 0.49644 0.51156 0.51912 0.52416 0.52668 0.66528 0.77364 1.05336
 1.575  ]","[0.      0.      0.      0.25956 0.5166  0.51912 0.52164 0.52668 0.52668
 2.10168]","[-2.6082  -1.56744 -1.51704 -1.30032 -1.03824 -1.03572 -1.0332  -1.02816
 -1.02312 -0.97272]","[-2.60568 -1.76904 -1.0458  -1.04076 -1.03824 -1.03068 -1.02564 -0.77616
 -0.76356 -0.52416]",-1.00136,-1.02261
36,SUNW,20070810,37,1251647,1826837,-0.18325,-0.16949,0.68514,0.0,0.0,2.01234,2.00404,1.07604,1.07856,-1.80958,-1.68852,5.1141,4.08603,"[1.0962  1.11384 1.37592 1.53972 1.6254  1.68084 2.205   2.23524 2.50236
 2.72664]","[1.0962  1.10124 1.1088  1.11636 1.60272 1.67328 2.15712 2.22264 2.72916
 2.7594 ]","[-8.39916 -3.843   -3.80268 -2.14452 -2.12688 -1.66572 -1.65816 -1.60776
 -1.07856 -1.07604]","[-7.88256 -4.38732 -4.33944 -2.65608 -1.6632  -1.65564 -1.61028 -1.07352
 -0.81144 -0.54684]",-43.7833,-274.75785
37,SUNW,20070813,38,1288746,1873951,0.13938,0.12529,0.68772,0.0,0.0,1.13043,0.94794,0.52668,0.52668,1.85106,2.33086,4.69331,6.99953,"[0.52668 0.5292  0.53172 0.53172 0.5796  1.05336 1.05588 1.06344 3.78504
 4.26132]","[0.52668 0.52668 0.52668 0.52668 0.5292  0.5292  0.53172 0.53172 3.45996
 3.78252]","[-1.47672 -1.4742  -1.05084 -1.05084 -1.04832 -0.63252 -0.5796  -0.53172
 -0.53172 -0.5292 ]","[-1.57752 -1.05588 -0.5292  -0.5292  -0.5292  -0.52668 -0.52668 -0.52668
 -0.52668 -0.52668]",-1.07571,-1.66285
38,SUNW,20070814,39,1322473,1923353,-0.09402,-0.0946,0.68759,0.0,0.0,0.91676,0.78757,0.53676,0.53424,-0.07171,0.16921,-0.07765,0.29808,"[0.53676 0.64512 0.71064 0.882   0.96768 1.06344 1.071   1.07352 1.45404
 2.1168 ]","[0.53424 0.53424 0.53676 0.53676 0.53676 0.53676 1.05588 1.06848 1.071
 2.11932]","[-2.09916 -1.9782  -1.59516 -1.58508 -1.071   -1.06596 -1.0584  -0.78876
 -0.6426  -0.53676]","[-1.6002  -1.59264 -1.57752 -1.06596 -1.06344 -1.0584  -1.05084 -0.53676
 -0.53676 -0.53676]",-5.07038,-2.81564
39,SUNW,20070815,40,1350973,1958954,-0.04058,-0.02701,0.68964,0.0,0.0,0.68785,0.54517,0.53676,0.0,0.62068,1.45853,1.0963,5.10242,"[0.53676 0.53676 0.53676 0.53928 0.53928 0.5418  0.8064  1.0458  1.07352
 2.1672 ]","[0.      0.      0.      0.      0.53676 0.53676 0.53928 0.5418  1.07352
 2.16468]","[-1.34064 -1.07856 -1.07352 -1.07352 -1.04076 -0.5418  -0.53928 -0.53928
 -0.53676 -0.53676]","[-1.07856 -1.07352 -0.53928 -0.53928 -0.53676 -0.53676 -0.53676 -0.53676
 -0.53424 -0.53424]",-1.03884,-1.51551
40,SUNW,20070816,41,1404861,2088243,0.08536,0.08523,0.67275,0.0,0.0,1.17405,1.1575,0.53928,0.53676,0.45383,0.35756,1.50719,2.76728,"[0.5418  0.54432 1.08108 1.0836  1.0836  1.35072 1.60776 1.61532 2.24532
 3.82536]","[0.53928 0.53928 0.5418  0.5418  1.07604 1.08108 1.0836  1.61028 2.6964
 3.8304 ]","[-2.70396 -1.69092 -1.61784 -1.61532 -1.6128  -1.07352 -1.06344 -0.53928
 -0.53928 -0.53928]","[-3.24072 -1.61784 -1.61028 -1.6002  -1.07856 -1.07352 -0.80892 -0.53676
 -0.53676 -0.53172]",-1.94482,-1.93939
41,SUNW,20070817,42,1442099,2170385,0.06894,0.05693,0.66444,0.0,0.0,1.19544,1.1152,0.53172,0.52164,1.54136,2.17135,8.54351,11.19735,"[0.53172 0.53172 0.53172 0.53172 0.53172 0.53172 1.0458  1.11888 1.60272
 5.33988]","[0.5292  0.53172 0.53172 0.53172 0.53172 0.53172 0.53424 1.06344 1.33308
 5.33232]","[-3.1626  -2.09664 -1.5624  -0.66276 -0.55692 -0.53172 -0.53172 -0.53172
 -0.53172 -0.53172]","[-2.63844 -2.09412 -1.06092 -1.04328 -0.53172 -0.53172 -0.5292  -0.5292
 -0.5292  -0.2646 ]",-6.30857,-1.2039
42,SUNW,20070820,43,1467630,2217149,0.07043,0.06823,0.66194,0.0,0.0,0.67684,0.59739,0.52164,0.52164,0.29075,0.17298,0.73176,-0.14338,"[0.52416 0.52416 0.52416 0.52668 0.52668 0.60732 0.98532 1.0458  1.0584
 2.1042 ]","[0.52416 0.52416 0.52416 0.52668 0.52668 0.5292  1.05588 1.0584  1.06092
 1.57752]","[-1.4994  -1.04832 -1.0458  -0.57204 -0.52668 -0.52416 -0.52416 -0.52164
 -0.52164 -0.52164]","[-1.05588 -1.05336 -1.04328 -0.52416 -0.52416 -0.52416 -0.52416 -0.52164
 -0.52164 -0.52164]",-1.51743,-1.0816
43,SUNW,20070821,44,1487349,2253198,0.02746,0.02727,0.66011,0.0,0.0,0.60631,0.51242,0.52164,0.0,-0.22817,0.07254,0.53549,2.87107,"[0.52164 0.52164 0.52164 0.52164 0.52164 0.52416 0.52416 0.9576  1.03824
 1.56492]","[0.      0.      0.      0.52164 0.52164 0.52416 0.52416 1.03572 1.0458
 1.5624 ]","[-1.55484 -1.04328 -1.04076 -1.0332  -0.52164 -0.52164 -0.52164 -0.52164
 -0.52164 -0.52164]","[-1.55484 -1.03068 -0.52164 -0.52164 -0.52164 -0.52164  0.       0.
  0.       0.     ]",-1.0332,-1.03068
44,SUNW,20070822,45,1516640,2285967,0.01409,0.0274,0.66346,0.0,0.0,0.62566,0.61123,0.51408,0.0,1.48658,3.14635,5.38591,14.38818,"[0.51912 0.51912 0.51912 0.51912 0.51912 0.51912 0.52164 0.52164 0.77868
 2.60316]","[0.      0.      0.      0.5166  0.51912 0.51912 0.51912 0.51912 0.51912
 3.12732]","[-1.03824 -1.03572 -1.0332  -0.51912 -0.51912 -0.51912 -0.5166  -0.5166
 -0.5166  -0.51408]","[-1.03068 -0.51912 -0.51912 -0.51912 -0.51912 -0.5166  -0.5166  -0.5166
 -0.51408  0.     ]",-1.02451,-1.02265
45,SUNW,20070823,46,1552824,2335712,0.05447,0.05402,0.66482,0.0,0.0,0.83688,0.72323,0.51912,0.51912,0.19673,0.27133,0.05928,0.50095,"[0.52164 0.52416 0.52416 1.0332  1.03572 1.03824 1.03824 1.04328 1.55988
 2.32848]","[0.51912 0.51912 0.51912 0.52164 0.52416 0.77364 1.0332  1.0458  1.55736
 2.06892]","[-1.54476 -1.53972 -1.18692 -1.0458  -1.03572 -1.03572 -1.02816 -0.51912
 -0.51912 -0.5166 ]","[-1.54476 -1.0458  -1.04076 -1.03068 -1.02816 -0.77112 -0.51912 -0.51912
 -0.51912 -0.51912]",-1.05426,-1.00689
46,SUNW,20070824,47,1592385,2430590,0.15824,0.14506,0.65514,0.0,0.0,0.86438,0.84937,0.504,0.504,0.19318,0.33318,3.52419,3.32122,"[0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748 1.5246
 3.09204]","[0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068 1.52208
 3.08952]","[-2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504   -0.504
 -0.49896 -0.252  ]","[-2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504   -0.50148
  0.       0.     ]",-38.58319,-1.4994
47,SUNW,20070827,48,1631946,2525468,0.00155,0.00129,0.6462,0.0,0.0,0.8722,0.81255,0.504,0.504,-1.48248,-1.20537,3.26574,2.04024,"[0.50904 0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748
 1.5246 ]","[0.50904 0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068
 1.52208]","[-3.01896 -2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504
 -0.504   -0.49896]","[-2.51748 -2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504
 -0.50148  0.     ]",-1.17556,-87.24494
48,SUNW,20070828,49,1671507,2620346,0.00155,0.00129,0.6379,0.0,0.0,0.8722,0.81255,0.504,0.504,-1.48248,-1.20537,3.26574,2.04024,"[0.50904 0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748
 1.5246 ]","[0.50904 0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068
 1.52208]","[-3.01896 -2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504
 -0.504   -0.49896]","[-2.51748 -2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504
 -0.50148  0.     ]",-1.17556,-87.24494
49,SUNW,20070829,50,1711068,2715224,0.00155,0.00129,0.63018,0.0,0.0,0.8722,0.81255,0.504,0.504,-1.48248,-1.20537,3.26574,2.04024,"[0.50904 0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748
 1.5246 ]","[0.50904 0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068
 1.52208]","[-3.01896 -2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504
 -0.504   -0.49896]","[-2.51748 -2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504
 -0.50148  0.     ]",-1.17556,-87.24494
50,SUNW,20070830,51,1750629,2810102,0.00155,0.00129,0.62298,0.0,0.0,0.8722,0.81255,0.504,0.504,-1.48248,-1.20537,3.26574,2.04024,"[0.50904 0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748
 1.5246 ]","[0.50904 0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068
 1.52208]","[-3.01896 -2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504
 -0.504   -0.49896]","[-2.51748 -2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504
 -0.50148  0.     ]",-1.17556,-87.24494
51,SUNW,20070831,52,1790190,2904980,0.00155,0.00129,0.61625,0.0,0.0,0.8722,0.81255,0.504,0.504,-1.48248,-1.20537,3.26574,2.04024,"[0.50904 0.51156 0.51156 0.51156 0.5166  1.00548 1.01304 1.02816 1.25748
 1.5246 ]","[0.50904 0.51156 0.51156 0.51156 0.51408 1.00548 1.008   1.01052 1.03068
 1.52208]","[-3.01896 -2.55024 -1.24992 -1.00296 -0.75096 -0.50904 -0.50904 -0.504
 -0.504   -0.49896]","[-2.51748 -2.29572 -1.4994  -1.01808 -1.00548 -0.51408 -0.504   -0.504
 -0.50148  0.     ]",-1.17556,-87.24494
