,Ticker,Date,N,MillisFromMidn,AskSize,AskPrice,BidSize,BidPrice,MidQuote,Returns
0,MMM,20070620,0,34239000,15,88.0,5,87.93000030517578,87.96500015258789,
1,MMM,20070621,0,34261000,1,86.80999755859375,1,86.7699966430664,86.78999710083008,-0.01336
2,MMM,20070622,0,34257000,2,87.30999755859375,14,87.0,87.15499877929688,0.00421
0,MRK,20070620,0,34229000,48,50.0099983215332,31,49.97999954223633,49.994998931884766,
1,MRK,20070621,0,34309000,4,49.060001373291016,3,49.0099983215332,49.03499984741211,-0.0192
2,MRK,20070622,0,34315000,10,48.93000030517578,1,48.869998931884766,48.89999961853027,-0.00275
0,MOT,20070620,0,34211000,11,18.09000015258789,95,18.079999923706055,18.085000038146973,
1,MOT,20070621,0,34212000,9,17.889999389648438,3,17.8700008392334,17.880000114440918,-0.01134
2,MOT,20070622,0,34225000,10,18.040000915527344,1,18.030000686645508,18.035000801086426,0.00867
0,SLE,20070620,0,34210000,33,17.780000686645508,34,17.770000457763672,17.77500057220459,
1,SLE,20070621,0,34228000,28,17.549999237060547,16,17.510000228881836,17.52999973297119,-0.01378
2,SLE,20070622,0,34201000,10,17.600000381469727,18,17.469999313354492,17.53499984741211,0.00029
0,FE,20070620,0,34252000,7,65.94000244140625,1,65.73999786376953,65.84000015258789,
1,FE,20070621,0,34240000,10,63.310001373291016,1,63.04999923706055,63.18000030517578,-0.0404
2,FE,20070622,0,34437000,1,66.0,1,65.7699966430664,65.8849983215332,0.04281
0,HNZ,20070620,0,34638000,1,46.849998474121094,2,46.790000915527344,46.81999969482422,
1,HNZ,20070621,0,34323000,7,45.630001068115234,1,45.56999969482422,45.60000038146973,-0.02606
2,HNZ,20070622,0,34411000,1,46.22999954223633,1,46.209999084472656,46.21999931335449,0.0136
0,PGN,20070620,0,34259000,8,47.7400016784668,8,47.619998931884766,47.68000030517578,
1,PGN,20070621,0,34287000,8,46.400001525878906,12,46.310001373291016,46.35500144958496,-0.02779
2,PGN,20070622,0,34285000,11,46.310001373291016,15,46.29999923706055,46.30500030517578,-0.00108
0,CMS,20070620,0,34244000,9,17.469999313354492,19,17.3700008392334,17.420000076293945,
1,CMS,20070621,0,34300000,2,16.850000381469727,1,16.799999237060547,16.824999809265137,-0.03416
2,CMS,20070622,0,34277000,9,16.969999313354492,39,16.920000076293945,16.94499969482422,0.00713
0,CINF,20070620,0,34200000,5,45.5,1,45.38999938964844,45.44499969482422,
1,CINF,20070621,0,34204000,4,44.630001068115234,5,44.41999816894531,44.52499961853027,-0.02024
2,CINF,20070622,0,34200000,10,44.380001068115234,11,44.08000183105469,44.23000144958496,-0.00663
0,POM,20070620,0,34230000,6,28.3799991607666,1,28.3700008392334,28.375,
