,Ticker,Date,N,MillisFromMidn,Size,Price,Returns
1,NUE,20070621,0,34327000,25200,61.5,-0.02874
2,NUE,20070622,0,34249000,22400,61.849998474121094,0.00569
0,OXY,20070620,0,34220000,67300,58.400001525878906,
1,OXY,20070621,0,34348000,41500,57.97999954223633,-0.00719
2,OXY,20070622,0,34220000,46000,58.79999923706055,0.01414
0,RF,20070620,0,34239000,24000,34.5099983215332,
1,RF,20070621,0,34203000,18600,34.13999938964844,-0.01072
2,RF,20070622,0,34230000,31200,33.93000030517578,-0.00615
0,PLL,20070620,0,34232000,8100,47.52000045776367,
1,PLL,20070621,0,34243000,5200,46.70000076293945,-0.01726
2,PLL,20070622,0,34214000,10400,46.689998626708984,-0.00021
0,MTB,20070620,0,34210000,2700,109.4800033569336,
1,MTB,20070621,0,34255000,2600,107.6500015258789,-0.01672
2,MTB,20070622,0,34299000,3600,107.91000366210938,0.00242
0,FHN,20070620,0,34306000,7100,39.54999923706055,
1,FHN,20070621,0,34217000,5000,39.099998474121094,-0.01138
2,FHN,20070622,0,34208000,2700,39.20000076293945,0.00256
0,SHW,20070620,0,34367000,4700,67.63999938964844,
1,SHW,20070621,0,34568000,100,65.9000015258789,-0.02572
2,SHW,20070622,0,34350000,4600,67.29000091552734,0.02109
0,WB,20070620,0,34239000,72100,54.16999816894531,
1,WB,20070621,0,34204000,43800,53.25,-0.01698
2,WB,20070622,0,34204000,44300,53.0,-0.00469
0,TE,20070620,0,34208000,13800,17.229999542236328,
1,TE,20070621,0,34237000,6900,16.860000610351562,-0.02147
2,TE,20070622,0,34348000,8600,16.809999465942383,-0.00297
0,TSO,20070620,0,34206000,19800,63.34000015258789,
1,TSO,20070621,0,34211000,29100,61.5,-0.02905
2,TSO,20070622,0,34208000,100,62.439998626708984,0.01528
0,BEN,20070620,0,34407000,100,136.25999450683594,
1,BEN,20070621,0,34410000,200,134.91000366210938,-0.00991
2,BEN,20070622,0,34301000,10200,134.5500030517578,-0.00267
0,WMB,20070620,0,34290000,100,31.34000015258789,
1,WMB,20070621,0,34340000,23500,31.489999771118164,0.00479
2,WMB,20070622,0,34210000,38100,32.119998931884766,0.02001
0,RRD,20070620,0,34511000,23200,44.040000915527344,
1,RRD,20070621,0,34413000,11100,43.290000915527344,-0.01703
2,RRD,20070622,0,34516000,8800,43.02000045776367,-0.00624
0,WFC,20070620,0,34241000,117000,36.45000076293945,
1,WFC,20070621,0,34217000,84500,35.68000030517578,-0.02112
2,WFC,20070622,0,34212000,71500,35.470001220703125,-0.00589
0,NI,20070620,0,34329000,19500,21.3799991607666,
1,NI,20070621,0,34228000,14700,20.8700008392334,-0.02385
2,NI,20070622,0,34229000,13700,20.979999542236328,0.00527
0,S,20070620,0,34212000,101000,22.389999389648438,
1,S,20070621,0,34251000,1000,21.899999618530273,-0.02188
2,S,20070622,0,34220000,173700,22.100000381469727,0.00913
0,APA,20070620,0,34204000,28500,87.5,
1,APA,20070621,0,34233000,44800,85.88999938964844,-0.0184
2,APA,20070622,0,34204000,18000,86.12000274658203,0.00268
0,MAT,20070620,0,34293000,51100,26.020000457763672,
1,MAT,20070621,0,34209000,15200,25.530000686645508,-0.01883
2,MAT,20070622,0,34266000,18600,25.540000915527344,0.00039
0,BDX,20070620,0,34252000,9600,75.3499984741211,
1,BDX,20070621,0,34334000,6200,74.95999908447266,-0.00518
2,BDX,20070622,0,34321000,7400,74.83999633789062,-0.0016
0,WY,20070620,0,34294000,7100,81.23999786376953,
1,WY,20070621,0,34470000,16500,80.66999816894531,-0.00702
2,WY,20070622,0,34614000,7600,81.1500015258789,0.00595
0,CSC,20070620,0,34212000,19300,57.09000015258789,
1,CSC,20070621,0,34206000,13500,57.5,0.00718
2,CSC,20070622,0,34259000,100,57.400001525878906,-0.00174
0,IFF,20070620,0,34257000,2100,52.20000076293945,
1,IFF,20070621,0,34308000,2400,51.189998626708984,-0.01935
2,IFF,20070622,0,34247000,1900,51.41999816894531,0.00449
0,AVP,20070620,0,34247000,26100,37.880001068115234,
1,AVP,20070621,0,34279000,18500,37.220001220703125,-0.01742
2,AVP,20070622,0,34287000,10000,37.22999954223633,0.00027
0,TJX,20070620,0,34301000,20800,28.200000762939453,
1,TJX,20070621,0,34208000,12900,27.579999923706055,-0.02199
2,TJX,20070622,0,34304000,13900,27.43000030517578,-0.00544
0,CMI,20070620,0,34327000,19400,101.4000015258789,
1,CMI,20070621,0,34217000,7100,104.01000213623047,0.02574
2,CMI,20070622,0,34246000,10000,103.18000030517578,-0.00798
0,PH,20070620,0,34284000,100,101.2300033569336,
1,PH,20070621,0,34297000,3600,100.5,-0.00721
2,PH,20070622,0,34654000,11400,99.44000244140625,-0.01055
0,PKI,20070620,0,34355000,4200,26.700000762939453,
1,PKI,20070621,0,34343000,1600,26.389999389648438,-0.01161
2,PKI,20070622,0,34205000,5400,26.440000534057617,0.00189
0,NX,20070620,0,34320000,900,49.900001525878906,
1,NX,20070621,0,34310000,2100,49.13999938964844,-0.01523
2,NX,20070622,0,34314000,3200,49.70000076293945,0.0114
0,JCI,20070620,0,34497000,100,114.7699966430664,
1,JCI,20070621,0,34292000,7300,113.0999984741211,-0.01455
2,JCI,20070622,0,34285000,18700,113.0,-0.00088
0,SJM,20070620,0,34235000,1200,57.400001525878906,
1,SJM,20070621,0,34248000,100,59.0099983215332,0.02805
2,SJM,20070622,0,34504000,100,61.09000015258789,0.03525
0,MDP,20070620,0,34377000,3200,61.7400016784668,
1,MDP,20070621,0,34335000,100,61.15999984741211,-0.00939
2,MDP,20070622,0,34240000,1600,63.18000030517578,0.03303
0,HBAN,20070620,0,34200000,11747,22.5,
1,HBAN,20070621,0,34200000,7984,22.18000030517578,-0.01422
2,HBAN,20070622,0,34201000,9795,22.049999237060547,-0.00586
0,ATI,20070620,0,34205000,100,109.80000305175781,
1,ATI,20070621,0,34210000,13300,108.0999984741211,-0.01548
2,ATI,20070622,0,34310000,100,108.08999633789062,-9e-05
0,SWK,20070620,0,34274000,4800,61.099998474121094,
1,SWK,20070621,0,34315000,3200,60.4900016784668,-0.00998
2,SWK,20070622,0,34269000,4300,60.09000015258789,-0.00661
0,MCD,20070620,0,34212000,100,52.40999984741211,
1,MCD,20070621,0,34406000,62300,51.31999969482422,-0.0208
2,MCD,20070622,0,34394000,52100,50.959999084472656,-0.00701
0,VFC,20070620,0,34422000,3500,93.91999816894531,
1,VFC,20070621,0,34476000,4100,92.70999908447266,-0.01288
2,VFC,20070622,0,34476000,10600,91.86000061035156,-0.00917
0,BMS,20070620,0,34524000,5100,33.77000045776367,
1,BMS,20070621,0,34567000,100,32.47999954223633,-0.0382
2,BMS,20070622,0,34379000,3700,33.349998474121094,0.02679
0,AVY,20070620,0,34312000,100,66.29000091552734,
1,AVY,20070621,0,34278000,4700,66.37999725341797,0.00136
2,AVY,20070622,0,34239000,6100,66.69999694824219,0.00482
0,ADP,20070620,0,34252000,24500,48.91999816894531,
1,ADP,20070621,0,34283000,300,48.540000915527344,-0.00777
2,ADP,20070622,0,34206000,32800,48.54999923706055,0.00021
0,SVU,20070620,0,34225000,28500,46.810001373291016,
1,SVU,20070621,0,34224000,12700,45.849998474121094,-0.02051
2,SVU,20070622,0,34226000,18300,46.150001525878906,0.00654
0,FRX,20070620,0,34259000,20400,47.0099983215332,
1,FRX,20070621,0,34281000,25900,45.68000030517578,-0.02829
2,FRX,20070622,0,34257000,14800,45.599998474121094,-0.00175
0,IGT,20070620,0,34263000,13200,39.29999923706055,
1,IGT,20070621,0,34210000,18100,38.86000061035156,-0.0112
2,IGT,20070622,0,34318000,14200,38.86000061035156,0.0
0,TYC,20070620,0,34221000,3200,53.349998474121094,
1,TYC,20070621,0,34489000,100,52.0,-0.0253
2,TYC,20070622,0,34337000,800,53.40999984741211,0.02712
0,RDC,20070620,0,34386000,17400,41.2599983215332,
1,RDC,20070621,0,34301000,200,41.20000076293945,-0.00145
2,RDC,20070622,0,34236000,11900,41.099998474121094,-0.00243
0,MMC,20070620,0,34211000,35200,32.20000076293945,
1,MMC,20070621,0,34249000,21700,31.75,-0.01398
2,MMC,20070622,0,34348000,14100,32.060001373291016,0.00976
0,SII,20070620,0,34215000,12400,60.16999816894531,
1,SII,20070621,0,34292000,15000,59.0099983215332,-0.01928
2,SII,20070622,0,34242000,300,58.9900016784668,-0.00034
0,CLX,20070620,0,34324000,6000,64.43000030517578,
1,CLX,20070621,0,34285000,4300,63.540000915527344,-0.01381
2,CLX,20070622,0,34345000,5200,63.29999923706055,-0.00378
0,GPC,20070620,0,34261000,2900,50.099998474121094,
1,GPC,20070621,0,34252000,3700,49.70000076293945,-0.00798
2,GPC,20070622,0,34275000,4900,50.130001068115234,0.00865
0,HST,20070620,0,34213000,23400,23.59000015258789,
1,HST,20070621,0,34206000,27900,23.200000762939453,-0.01653
2,HST,20070622,0,34244000,15100,23.100000381469727,-0.00431
0,BCR,20070620,0,34212000,5100,85.05000305175781,
1,BCR,20070621,0,34204000,2300,84.48999786376953,-0.00658
2,BCR,20070622,0,34225000,1600,84.0199966430664,-0.00556
0,KLAC,20070620,0,34200000,7401,55.720001220703125,
1,KLAC,20070621,0,34202000,5151,55.040000915527344,-0.0122
2,KLAC,20070622,0,34201000,11633,56.47999954223633,0.02616
0,NYT,20070620,0,34231000,3000,25.739999771118164,
1,NYT,20070621,0,34237000,24600,25.799999237060547,0.00233
2,NYT,20070622,0,34224000,7200,25.6200008392334,-0.00698
0,JPM,20070620,0,34215000,207300,50.90999984741211,
1,JPM,20070621,0,34234000,238100,49.689998626708984,-0.02396
2,JPM,20070622,0,34220000,111900,49.560001373291016,-0.00262
0,GCI,20070620,0,34309000,10200,56.310001373291016,
1,GCI,20070621,0,34300000,200,54.65999984741211,-0.0293
2,GCI,20070622,0,34309000,6900,54.849998474121094,0.00348
0,LSI,20070620,0,34232000,100,8.25,
1,LSI,20070621,0,34295000,24100,8.15999984741211,-0.01091
2,LSI,20070622,0,34232000,77700,8.350000381469727,0.02328
0,GAS,20070620,0,34374000,4300,45.290000915527344,
1,GAS,20070621,0,34325000,6500,43.970001220703125,-0.02915
2,GAS,20070622,0,34491000,100,43.79999923706055,-0.00387
0,MCO,20070620,0,34351000,19500,67.0,
1,MCO,20070621,0,34253000,13600,64.23999786376953,-0.04119
2,MCO,20070622,0,34203000,29000,63.5099983215332,-0.01136
0,HUM,20070620,0,34253000,24800,62.900001525878906,
1,HUM,20070621,0,34203000,4300,61.22999954223633,-0.02655
2,HUM,20070622,0,34216000,7000,61.20000076293945,-0.00049
0,UNP,20070620,0,34257000,16200,119.19999694824219,
1,UNP,20070621,0,34242000,8100,117.19999694824219,-0.01678
2,UNP,20070622,0,34204000,10900,118.0,0.00683
0,LNC,20070620,0,34207000,13200,72.5,
1,LNC,20070621,0,34363000,11800,70.94999694824219,-0.02138
2,LNC,20070622,0,34438000,10500,71.25,0.00423
0,TGT,20070620,0,34293000,78500,63.599998474121094,
1,TGT,20070621,0,34217000,400,64.05000305175781,0.00708
2,TGT,20070622,0,34280000,300,63.56999969482422,-0.00749
0,HRB,20070620,0,34213000,18900,23.260000228881836,
1,HRB,20070621,0,34243000,200,22.15999984741211,-0.04729
2,HRB,20070622,0,34207000,30900,21.729999542236328,-0.0194
0,BK,20070620,0,34226000,25900,42.29999923706055,
1,BK,20070621,0,34245000,31500,41.029998779296875,-0.03002
2,BK,20070622,0,34248000,16800,41.209999084472656,0.00439
0,DHR,20070620,0,34346000,12500,75.2699966430664,
1,DHR,20070621,0,34308000,7500,74.44999694824219,-0.01089
2,DHR,20070622,0,34400000,9800,75.0,0.00739
0,RRC,20070620,0,34274000,7400,40.130001068115234,
1,RRC,20070621,0,34275000,7700,39.20000076293945,-0.02317
2,RRC,20070622,0,34274000,2400,39.13999938964844,-0.00153
0,BNI,20070620,0,34204000,100,87.41000366210938,
1,BNI,20070621,0,34202000,9300,85.87999725341797,-0.0175
2,BNI,20070622,0,34234000,16200,86.87000274658203,0.01153
0,LLY,20070620,0,34303000,100,57.58000183105469,
1,LLY,20070621,0,34291000,1000,56.939998626708984,-0.01112
2,LLY,20070622,0,34230000,26400,56.65999984741211,-0.00492
0,MTW,20070620,0,34226000,100,82.91999816894531,
1,MTW,20070621,0,34268000,400,81.5,-0.01712
2,MTW,20070622,0,34460000,10300,82.97000122070312,0.01804
0,TER,20070620,0,34214000,17600,17.649999618530273,
1,TER,20070621,0,34232000,13100,17.65999984741211,0.00057
2,TER,20070622,0,34232000,100,18.209999084472656,0.03114
0,NSM,20070620,0,34210000,44900,28.420000076293945,
1,NSM,20070621,0,34237000,46800,27.6299991607666,-0.0278
2,NSM,20070622,0,34208000,24900,28.3799991607666,0.02714
0,MI,20070620,0,34318000,10100,48.7599983215332,
1,MI,20070621,0,34263000,21900,48.75,-0.00021
2,MI,20070622,0,34286000,5400,48.59000015258789,-0.00328
0,SYY,20070620,0,34234000,27700,33.959999084472656,
1,SYY,20070621,0,34212000,25800,33.650001525878906,-0.00913
2,SYY,20070622,0,34214000,23100,33.599998474121094,-0.00149
0,MKC,20070620,0,49889000,100,37.22999954223633,
1,MKC,20070621,0,39806000,500,36.75,-0.01289
2,MKC,20070622,0,34232000,5600,37.349998474121094,0.01633
0,RHI,20070620,0,34351000,4300,36.0,
1,RHI,20070621,0,34393000,100,35.77000045776367,-0.00639
2,RHI,20070622,0,34329000,300,36.880001068115234,0.03103
0,JEC,20070620,0,34331000,4600,58.349998474121094,
1,JEC,20070621,0,34375000,5800,57.27000045776367,-0.01851
2,JEC,20070622,0,34339000,6100,57.709999084472656,0.00768
0,THC,20070620,0,34212000,15800,6.75,
1,THC,20070621,0,34210000,36700,6.550000190734863,-0.02963
2,THC,20070622,0,34260000,32500,6.590000152587891,0.00611
0,EFX,20070620,0,34218000,7600,44.5,
1,EFX,20070621,0,34283000,7200,43.7400016784668,-0.01708
2,EFX,20070622,0,34235000,6600,44.04999923706055,0.00709
0,GWW,20070620,0,34210000,4400,91.0999984741211,
1,GWW,20070621,0,34213000,100,90.76000213623047,-0.00373
2,GWW,20070622,0,34382000,100,92.12000274658203,0.01498
0,LEN,20070620,0,34226000,17000,41.97999954223633,
1,LEN,20070621,0,34228000,10400,40.79999923706055,-0.02811
2,LEN,20070622,0,34232000,7300,40.130001068115234,-0.01642
0,MER,20070620,0,34222000,300,90.26000213623047,
1,MER,20070621,0,34252000,66900,87.69000244140625,-0.02847
2,MER,20070622,0,34230000,48200,86.80000305175781,-0.01015
0,HAS,20070620,0,34250000,90000,31.34000015258789,
1,HAS,20070621,0,34328000,9600,30.81999969482422,-0.01659
2,HAS,20070622,0,34267000,14600,31.6299991607666,0.02628
0,IPG,20070620,0,34212000,23000,11.829999923706055,
1,IPG,20070621,0,34227000,5400,11.720000267028809,-0.0093
2,IPG,20070622,0,34223000,13800,11.720000267028809,0.0
0,WPO,20070620,0,34223000,400,769.0,
1,WPO,20070621,0,34249000,100,769.5,0.00065
2,WPO,20070622,0,34352000,100,770.0,0.00065
0,MU,20070620,0,34227000,100,12.720000267028809,
1,MU,20070621,0,34205000,100,12.920000076293945,0.01572
2,MU,20070622,0,34209000,128500,13.119999885559082,0.01548
0,CTX,20070620,0,34223000,9300,43.130001068115234,
1,CTX,20070621,0,34201000,600,42.95000076293945,-0.00417
2,CTX,20070622,0,34321000,12200,41.91999816894531,-0.02398
0,FDO,20070620,0,34256000,12500,35.279998779296875,
1,FDO,20070621,0,34254000,6200,34.599998474121094,-0.01927
2,FDO,20070622,0,34387000,9300,34.47999954223633,-0.00347
0,PHM,20070620,0,34215000,100,24.790000915527344,
1,PHM,20070621,0,34328000,16500,24.549999237060547,-0.00968
2,PHM,20070622,0,34365000,26400,24.09000015258789,-0.01874
0,MIL,20070620,0,34237000,3100,77.44999694824219,
1,MIL,20070621,0,34267000,2500,76.6500015258789,-0.01033
2,MIL,20070622,0,34245000,3000,76.5,-0.00196
0,MOLX,20070620,0,34200000,6539,30.68000030517578,
1,MOLX,20070621,0,34200000,2896,30.719999313354492,0.0013
2,MOLX,20070622,0,34202000,5811,30.760000228881836,0.0013
0,WMT,20070620,0,34227000,100,48.849998474121094,
1,WMT,20070621,0,34297000,106400,48.709999084472656,-0.00287
2,WMT,20070622,0,34337000,168000,48.25,-0.00944
0,NCC,20070620,0,34303000,30800,34.290000915527344,
1,NCC,20070621,0,34319000,21700,33.959999084472656,-0.00962
2,NCC,20070622,0,34339000,18300,33.7599983215332,-0.00589
0,CAG,20070620,0,34244000,23600,25.600000381469727,
1,CAG,20070621,0,34217000,200,25.149999618530273,-0.01758
2,CAG,20070622,0,34253000,16100,25.75,0.02386
0,ITW,20070620,0,34277000,28800,55.79999923706055,
1,ITW,20070621,0,34215000,34500,55.040000915527344,-0.01362
2,ITW,20070622,0,34233000,10600,55.70000076293945,0.01199
0,BLL,20070620,0,34247000,5300,54.79999923706055,
1,BLL,20070621,0,34226000,3100,54.0099983215332,-0.01442
2,BLL,20070622,0,34330000,100,53.95000076293945,-0.00111
0,NKE,20070620,0,34255000,100,54.70000076293945,
1,NKE,20070621,0,34346000,27000,53.68000030517578,-0.01865
2,NKE,20070622,0,34346000,23300,53.58000183105469,-0.00186
0,JWN,20070620,0,34214000,27000,51.56999969482422,
1,JWN,20070621,0,34210000,11800,50.7400016784668,-0.01609
2,JWN,20070622,0,34211000,11400,51.20000076293945,0.00907
0,AFL,20070620,0,34385000,100,53.20000076293945,
1,AFL,20070621,0,34342000,8100,52.630001068115234,-0.01071
2,AFL,20070622,0,34325000,100,53.06999969482422,0.00836
0,NTRS,20070620,0,34201000,21342,65.95999908447266,
1,NTRS,20070621,0,34200000,5215,64.91999816894531,-0.01577
2,NTRS,20070622,0,34200000,100,65.31999969482422,0.00616
0,NT,20070620,0,34203000,700,25.0,
1,NT,20070621,0,34216000,27900,24.260000228881836,-0.0296
2,NT,20070622,0,34209000,13400,24.360000610351562,0.00412
0,LUV,20070620,0,34309000,73700,14.710000038146973,
1,LUV,20070621,0,34456000,42900,14.850000381469727,0.00952
2,LUV,20070622,0,34352000,32200,14.84000015258789,-0.00067
0,GPS,20070620,0,34341000,98200,19.290000915527344,
1,GPS,20070621,0,34231000,22900,19.149999618530273,-0.00726
2,GPS,20070622,0,34292000,52000,19.459999084472656,0.01619
0,AXP,20070620,0,34363000,42300,63.349998474121094,
1,AXP,20070621,0,34227000,47000,62.0,-0.02131
2,AXP,20070622,0,34348000,100,62.43000030517578,0.00694
0,CB,20070620,0,34202000,100,53.959999084472656,
1,CB,20070621,0,34235000,7900,53.72999954223633,-0.00426
2,CB,20070622,0,34240000,13500,54.04999923706055,0.00596
0,TAP,20070620,0,34233000,9000,93.69999694824219,
1,TAP,20070621,0,34319000,5500,90.76000213623047,-0.03138
2,TAP,20070622,0,34310000,3100,91.33999633789062,0.00639
0,INTC,20070620,0,34200000,800,24.219999313354492,
1,INTC,20070621,0,34200000,1000,23.8700008392334,-0.01445
2,INTC,20070622,0,34200000,800,24.190000534057617,0.01341
0,BAC,20070620,0,34237000,100,50.70000076293945,
1,BAC,20070621,0,34208000,145500,50.02000045776367,-0.01341
2,BAC,20070622,0,34205000,198400,49.84000015258789,-0.0036
0,TRV,20070620,0,34242000,26500,53.33000183105469,
1,TRV,20070621,0,34237000,20900,52.5,-0.01556
2,TRV,20070622,0,34339000,34200,52.75,0.00476
0,MDT,20070620,0,34229000,100,52.45000076293945,
1,MDT,20070621,0,34254000,200,51.7400016784668,-0.01354
2,MDT,20070622,0,34621000,46600,51.400001525878906,-0.00657
0,SNA,20070620,0,34254000,6800,52.689998626708984,
1,SNA,20070621,0,34222000,6500,51.86000061035156,-0.01575
2,SNA,20070622,0,34231000,2000,51.970001220703125,0.00212
0,PNC,20070620,0,34233000,16100,74.75,
1,PNC,20070621,0,34281000,15100,73.37000274658203,-0.01846
2,PNC,20070622,0,34231000,8300,72.9800033569336,-0.00532
0,PCAR,20070620,0,34201000,13408,90.52999877929688,
1,PCAR,20070621,0,34201000,100,88.41999816894531,-0.02331
2,PCAR,20070622,0,34201000,6336,89.41000366210938,0.0112
0,CTL,20070620,0,34273000,3200,49.209999084472656,
1,CTL,20070621,0,34258000,5300,48.540000915527344,-0.01362
2,CTL,20070622,0,34370000,5300,48.400001525878906,-0.00288
0,FDX,20070620,0,34205000,100,108.51000213623047,
1,FDX,20070621,0,34265000,37600,110.01000213623047,0.01382
2,FDX,20070622,0,34294000,33500,110.30999755859375,0.00273
0,ADI,20070620,0,34220000,18900,37.56999969482422,
1,ADI,20070621,0,34204000,14800,37.09000015258789,-0.01278
2,ADI,20070622,0,34201000,100,38.290000915527344,0.03235
0,LEG,20070620,0,34297000,14300,22.100000381469727,
1,LEG,20070621,0,34253000,14800,21.81999969482422,-0.01267
2,LEG,20070622,0,34265000,12400,21.809999465942383,-0.00046
0,NWL,20070620,0,34248000,25100,29.59000015258789,
1,NWL,20070621,0,34246000,23500,29.479999542236328,-0.00372
2,NWL,20070622,0,34235000,14000,29.100000381469727,-0.01289
0,AMD,20070620,0,34229000,100,13.550000190734863,
1,AMD,20070621,0,34204000,500,13.890000343322754,0.02509
2,AMD,20070622,0,34205000,100,14.6899995803833,0.0576
0,LOW,20070620,0,34210000,100,32.150001525878906,
1,LOW,20070621,0,34320000,48100,31.59000015258789,-0.01742
2,LOW,20070622,0,34200000,100,31.899999618530273,0.00981
0,PAYX,20070620,0,34200000,13942,40.349998474121094,
1,PAYX,20070621,0,34200000,7212,40.18000030517578,-0.00421
2,PAYX,20070622,0,34200000,200,40.130001068115234,-0.00124
0,AOC,20070620,0,34304000,14300,42.81999969482422,
1,AOC,20070621,0,34293000,18400,42.22999954223633,-0.01378
2,AOC,20070622,0,34300000,14500,42.20000076293945,-0.00071
0,NBL,20070620,0,34281000,4400,64.69000244140625,
1,NBL,20070621,0,34335000,17200,63.029998779296875,-0.02566
2,NBL,20070622,0,34263000,8700,64.22000122070312,0.01888
0,TMO,20070620,0,34220000,17700,53.459999084472656,
1,TMO,20070621,0,34219000,9400,52.45000076293945,-0.01889
2,TMO,20070622,0,34209000,19700,51.72999954223633,-0.01373
0,CSX,20070620,0,34242000,36100,45.400001525878906,
1,CSX,20070621,0,34217000,14600,44.209999084472656,-0.02621
2,CSX,20070622,0,34244000,500,45.06999969482422,0.01945
0,TMK,20070620,0,34225000,2200,69.16999816894531,
1,TMK,20070621,0,34239000,3500,68.16999816894531,-0.01446
2,TMK,20070622,0,34225000,1400,68.19999694824219,0.00044
0,ESV,20070620,0,34248000,27200,62.400001525878906,
1,ESV,20070621,0,34279000,41800,60.79999923706055,-0.02564
2,ESV,20070622,0,34375000,26400,61.91999816894531,0.01842
0,SWN,20070620,0,34493000,4400,50.04999923706055,
1,SWN,20070621,0,34536000,100,49.5,-0.01099
2,SWN,20070622,0,34445000,6900,49.81999969482422,0.00646
0,PCP,20070620,0,34502000,100,120.20999908447266,
1,PCP,20070621,0,34282000,14000,118.01000213623047,-0.0183
2,PCP,20070622,0,34278000,10600,119.63999938964844,0.01381
0,CI,20070620,0,34233000,15200,55.5099983215332,
1,CI,20070621,0,34237000,12200,54.099998474121094,-0.0254
2,CI,20070622,0,34511000,22000,53.61000061035156,-0.00906
0,LTD,20070620,0,34368000,100,26.860000610351562,
1,LTD,20070621,0,34221000,22700,27.200000762939453,0.01266
2,LTD,20070622,0,34206000,400,27.93000030517578,0.02684
0,NSC,20070620,0,34282000,16200,56.29999923706055,
1,NSC,20070621,0,34394000,15700,55.130001068115234,-0.02078
2,NSC,20070622,0,34509000,100,54.72999954223633,-0.00726
0,PGR,20070620,0,34202000,32700,23.799999237060547,
1,PGR,20070621,0,34223000,100,23.540000915527344,-0.01092
2,PGR,20070622,0,34246000,111000,23.399999618530273,-0.00595
0,PSA,20070620,0,34577000,15600,82.69000244140625,
1,PSA,20070621,0,34325000,10100,79.91000366210938,-0.03362
2,PSA,20070622,0,34810000,8500,79.0999984741211,-0.01014
0,STZ,20070620,0,34381000,100,24.34000015258789,
1,STZ,20070621,0,34335000,100,23.010000228881836,-0.05464
2,STZ,20070622,0,34286000,9200,24.0,0.04302
0,D,20070620,0,34209000,21100,84.48999786376953,
1,D,20070621,0,34227000,18400,82.18000030517578,-0.02734
2,D,20070622,0,34217000,9100,81.91000366210938,-0.00329
0,KEY,20070620,0,34329000,9800,36.349998474121094,
1,KEY,20070621,0,34329000,14600,35.56999969482422,-0.02146
2,KEY,20070622,0,34309000,14200,35.54999923706055,-0.00056
0,LM,20070620,0,34278000,100,102.0,
1,LM,20070621,0,34431000,11300,99.5,-0.02451
2,LM,20070622,0,34394000,9100,97.9000015258789,-0.01608
0,VZ,20070620,0,34232000,100,42.9900016784668,
1,VZ,20070621,0,34205000,100,42.599998474121094,-0.00907
2,VZ,20070622,0,34256000,100,42.400001525878906,-0.00469
0,T,20070620,0,34295000,400,40.36000061035156,
1,T,20070621,0,34289000,100,39.70000076293945,-0.01635
2,T,20070622,0,34319000,100,39.599998474121094,-0.00252
0,USB,20070620,0,34324000,100,34.40999984741211,
1,USB,20070621,0,34285000,72700,33.849998474121094,-0.01627
2,USB,20070622,0,34291000,200,33.90999984741211,0.00177
0,HD,20070620,0,34206000,300,40.849998474121094,
1,HD,20070621,0,34210000,400,39.970001220703125,-0.02154
2,HD,20070622,0,34276000,276600,39.59000015258789,-0.00951
0,SLM,20070620,0,34223000,17600,57.720001220703125,
1,SLM,20070621,0,34215000,14300,57.63999938964844,-0.00139
2,SLM,20070622,0,34205000,12100,57.66999816894531,0.00052
0,AIG,20070620,0,34233000,94500,72.69999694824219,
1,AIG,20070621,0,34295000,100,71.94999694824219,-0.01032
2,AIG,20070622,0,34206000,98000,72.0999984741211,0.00208
0,BIG,20070620,0,34237000,19000,29.729999542236328,
1,BIG,20070621,0,34260000,16400,29.280000686645508,-0.01514
2,BIG,20070622,0,34234000,16200,29.889999389648438,0.02083
0,HCP,20070620,0,34241000,9800,28.989999771118164,
1,HCP,20070621,0,34389000,15900,28.420000076293945,-0.01966
2,HCP,20070622,0,34260000,15000,28.940000534057617,0.0183
0,STI,20070620,0,34325000,15900,90.9000015258789,
1,STI,20070621,0,34322000,13100,88.75,-0.02365
2,STI,20070622,0,34367000,18600,88.3499984741211,-0.00451
0,STJ,20070620,0,34216000,20200,43.54999923706055,
1,STJ,20070621,0,34386000,27300,42.900001525878906,-0.01493
2,STJ,20070622,0,34530000,16800,43.18000030517578,0.00653
0,MS,20070620,0,35007000,1000,75.11000061035156,
1,MS,20070621,0,34468000,100,72.5,-0.03475
2,MS,20070622,0,34662000,200,71.2300033569336,-0.01752
0,MYL,20070620,0,34281000,33800,18.8799991607666,
1,MYL,20070621,0,34365000,100,18.75,-0.00689
2,MYL,20070622,0,34323000,12700,18.790000915527344,0.00213
0,HOG,20070620,0,34436000,11500,60.869998931884766,
1,HOG,20070621,0,34204000,9100,59.529998779296875,-0.02201
2,HOG,20070622,0,34215000,13900,60.13999938964844,0.01025
0,KBH,20070620,0,34272000,11300,43.150001525878906,
1,KBH,20070621,0,34247000,15800,42.02000045776367,-0.02619
2,KBH,20070622,0,34305000,14100,41.79999923706055,-0.00524
0,APC,20070620,0,34233000,300,55.209999084472656,
1,APC,20070621,0,34258000,35100,54.29999923706055,-0.01648
2,APC,20070622,0,34277000,100,54.75,0.00829
0,CCE,20070620,0,34271000,19200,23.389999389648438,
1,CCE,20070621,0,34403000,18300,23.280000686645508,-0.0047
2,CCE,20070622,0,34299000,14900,23.350000381469727,0.00301
0,C,20070620,0,34202000,100,54.290000915527344,
1,C,20070621,0,34243000,153800,53.43000030517578,-0.01584
2,C,20070622,0,34205000,100,53.36000061035156,-0.00131
0,SIAL,20070620,0,34200000,5009,42.4900016784668,
1,SIAL,20070621,0,34200000,3311,42.220001220703125,-0.00635
